experiment,pioreactor_unit,timestamp,event_name,message,data,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T03:53:13.453Z,UpdatedHeaterDC,delta_dc=-0.5979999999999954,"{""current_dc"": 43.87, ""delta_dc"": -0.5979999999999954, ""target_temperature"": 30.0, ""latest_temperature"": 30.0}",2025-09-19 05:53:13.453,4.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T03:56:33.450Z,UpdatedHeaterDC,delta_dc=0.7919999999999958,"{""current_dc"": 44.66, ""delta_dc"": 0.7919999999999958, ""target_temperature"": 30.0, ""latest_temperature"": 29.89}",2025-09-19 05:56:33.450,4.6225
Long Yeast Grow,pioreactor02,2025-09-19T03:59:53.450Z,UpdatedHeaterDC,delta_dc=-0.8660000000000024,"{""current_dc"": 43.79, ""delta_dc"": -0.8660000000000024, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 05:59:53.450,4.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T04:03:13.491Z,UpdatedHeaterDC,delta_dc=0.44600000000001144,"{""current_dc"": 44.24, ""delta_dc"": 0.44600000000001144, ""target_temperature"": 30.0, ""latest_temperature"": 29.97}",2025-09-19 06:03:13.491,4.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T04:06:33.451Z,UpdatedHeaterDC,delta_dc=-0.7860000000000041,"{""current_dc"": 43.45, ""delta_dc"": -0.7860000000000041, ""target_temperature"": 30.0, ""latest_temperature"": 30.09}",2025-09-19 06:06:33.451,4.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T04:09:53.450Z,UpdatedHeaterDC,delta_dc=0.7019999999999932,"{""current_dc"": 44.15, ""delta_dc"": 0.7019999999999932, ""target_temperature"": 30.0, ""latest_temperature"": 29.96}",2025-09-19 06:09:53.450,4.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T04:13:13.493Z,UpdatedHeaterDC,delta_dc=0.10399999999999779,"{""current_dc"": 44.25, ""delta_dc"": 0.10399999999999779, ""target_temperature"": 30.0, ""latest_temperature"": 29.96}",2025-09-19 06:13:13.493,4.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T04:16:33.449Z,UpdatedHeaterDC,delta_dc=-0.25600000000000733,"{""current_dc"": 43.99, ""delta_dc"": -0.25600000000000733, ""target_temperature"": 30.0, ""latest_temperature"": 30.01}",2025-09-19 06:16:33.449,4.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T04:19:53.451Z,UpdatedHeaterDC,delta_dc=0.40600000000001235,"{""current_dc"": 44.4, ""delta_dc"": 0.40600000000001235, ""target_temperature"": 30.0, ""latest_temperature"": 29.95}",2025-09-19 06:19:53.451,5.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T04:23:13.451Z,UpdatedHeaterDC,delta_dc=-1.8860000000000063,"{""current_dc"": 42.51, ""delta_dc"": -1.8860000000000063, ""target_temperature"": 30.0, ""latest_temperature"": 30.23}",2025-09-19 06:23:13.451,5.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T04:26:33.450Z,UpdatedHeaterDC,delta_dc=0.6979999999999967,"{""current_dc"": 43.21, ""delta_dc"": 0.6979999999999967, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 06:26:33.450,5.1225
Long Yeast Grow,pioreactor02,2025-09-19T04:29:53.451Z,UpdatedHeaterDC,delta_dc=0.37400000000000017,"{""current_dc"": 43.58, ""delta_dc"": 0.37400000000000017, ""target_temperature"": 30.0, ""latest_temperature"": 29.98}",2025-09-19 06:29:53.451,5.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T04:33:13.449Z,UpdatedHeaterDC,delta_dc=1.060000000000003,"{""current_dc"": 44.64, ""delta_dc"": 1.060000000000003, ""target_temperature"": 30.0, ""latest_temperature"": 29.84}",2025-09-19 06:33:13.449,5.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T04:36:33.449Z,UpdatedHeaterDC,delta_dc=-0.5920000000000036,"{""current_dc"": 44.05, ""delta_dc"": -0.5920000000000036, ""target_temperature"": 30.0, ""latest_temperature"": 29.98}",2025-09-19 06:36:33.449,5.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T04:39:53.492Z,UpdatedHeaterDC,delta_dc=0.6999999999999978,"{""current_dc"": 44.75, ""delta_dc"": 0.6999999999999978, ""target_temperature"": 30.0, ""latest_temperature"": 29.89}",2025-09-19 06:39:53.492,5.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T04:43:13.450Z,UpdatedHeaterDC,delta_dc=-0.7220000000000055,"{""current_dc"": 44.03, ""delta_dc"": -0.7220000000000055, ""target_temperature"": 30.0, ""latest_temperature"": 30.03}",2025-09-19 06:43:13.450,5.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T04:46:33.491Z,UpdatedHeaterDC,delta_dc=0.4980000000000103,"{""current_dc"": 44.53, ""delta_dc"": 0.4980000000000103, ""target_temperature"": 30.0, ""latest_temperature"": 29.95}",2025-09-19 06:46:33.491,5.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T04:49:53.450Z,UpdatedHeaterDC,delta_dc=0.8499999999999864,"{""current_dc"": 45.38, ""delta_dc"": 0.8499999999999864, ""target_temperature"": 30.0, ""latest_temperature"": 29.85}",2025-09-19 06:49:53.450,5.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T04:53:13.451Z,UpdatedHeaterDC,delta_dc=0.17400000000001373,"{""current_dc"": 45.55, ""delta_dc"": 0.17400000000001373, ""target_temperature"": 30.0, ""latest_temperature"": 29.88}",2025-09-19 06:53:13.451,5.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T04:56:33.452Z,UpdatedHeaterDC,delta_dc=-0.6960000000000015,"{""current_dc"": 44.85, ""delta_dc"": -0.6960000000000015, ""target_temperature"": 30.0, ""latest_temperature"": 30.02}",2025-09-19 06:56:33.452,5.6225
Long Yeast Grow,pioreactor02,2025-09-19T04:59:53.451Z,UpdatedHeaterDC,delta_dc=0.3799999999999919,"{""current_dc"": 45.23, ""delta_dc"": 0.3799999999999919, ""target_temperature"": 30.0, ""latest_temperature"": 29.96}",2025-09-19 06:59:53.451,5.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:03:13.450Z,UpdatedHeaterDC,delta_dc=-0.975999999999992,"{""current_dc"": 44.25, ""delta_dc"": -0.975999999999992, ""target_temperature"": 30.0, ""latest_temperature"": 30.11}",2025-09-19 07:03:13.450,5.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:06:33.450Z,UpdatedHeaterDC,delta_dc=-0.5020000000000067,"{""current_dc"": 43.75, ""delta_dc"": -0.5020000000000067, ""target_temperature"": 30.0, ""latest_temperature"": 30.14}",2025-09-19 07:06:33.450,5.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:09:53.451Z,UpdatedHeaterDC,delta_dc=0.6440000000000026,"{""current_dc"": 44.39, ""delta_dc"": 0.6440000000000026, ""target_temperature"": 30.0, ""latest_temperature"": 30.0}",2025-09-19 07:09:53.451,5.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:13:13.449Z,UpdatedHeaterDC,delta_dc=-0.7919999999999958,"{""current_dc"": 43.6, ""delta_dc"": -0.7919999999999958, ""target_temperature"": 30.0, ""latest_temperature"": 30.11}",2025-09-19 07:13:13.449,5.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:16:33.450Z,UpdatedHeaterDC,delta_dc=-0.28599999999999853,"{""current_dc"": 43.31, ""delta_dc"": -0.28599999999999853, ""target_temperature"": 30.0, ""latest_temperature"": 30.11}",2025-09-19 07:16:33.450,5.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:19:53.451Z,UpdatedHeaterDC,delta_dc=1.2260000000000075,"{""current_dc"": 44.54, ""delta_dc"": 1.2260000000000075, ""target_temperature"": 30.0, ""latest_temperature"": 29.9}",2025-09-19 07:19:53.451,6.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:23:13.449Z,UpdatedHeaterDC,delta_dc=0.5479999999999976,"{""current_dc"": 45.09, ""delta_dc"": 0.5479999999999976, ""target_temperature"": 30.0, ""latest_temperature"": 29.86}",2025-09-19 07:23:13.449,6.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:26:33.452Z,UpdatedHeaterDC,delta_dc=-1.0759999999999934,"{""current_dc"": 44.01, ""delta_dc"": -1.0759999999999934, ""target_temperature"": 30.0, ""latest_temperature"": 30.06}",2025-09-19 07:26:33.452,6.1225
Long Yeast Grow,pioreactor02,2025-09-19T05:29:53.450Z,UpdatedHeaterDC,delta_dc=0.13199999999999718,"{""current_dc"": 44.14, ""delta_dc"": 0.13199999999999718, ""target_temperature"": 30.0, ""latest_temperature"": 30.02}",2025-09-19 07:29:53.450,6.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:33:13.497Z,UpdatedHeaterDC,delta_dc=-3.0039999999999996,"{""current_dc"": 41.14, ""delta_dc"": -3.0039999999999996, ""target_temperature"": 30.0, ""latest_temperature"": 30.43}",2025-09-19 07:33:13.497,6.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:36:33.450Z,UpdatedHeaterDC,delta_dc=1.4020000000000108,"{""current_dc"": 42.54, ""delta_dc"": 1.4020000000000108, ""target_temperature"": 30.0, ""latest_temperature"": 30.08}",2025-09-19 07:36:33.450,6.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:39:53.451Z,UpdatedHeaterDC,delta_dc=0.4400000000000034,"{""current_dc"": 42.98, ""delta_dc"": 0.4400000000000034, ""target_temperature"": 30.0, ""latest_temperature"": 29.99}",2025-09-19 07:39:53.451,6.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:43:13.451Z,UpdatedHeaterDC,delta_dc=-1.629999999999999,"{""current_dc"": 41.35, ""delta_dc"": -1.629999999999999, ""target_temperature"": 30.0, ""latest_temperature"": 30.22}",2025-09-19 07:43:13.451,6.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:46:33.450Z,UpdatedHeaterDC,delta_dc=-0.5719999999999971,"{""current_dc"": 40.78, ""delta_dc"": -0.5719999999999971, ""target_temperature"": 30.0, ""latest_temperature"": 30.22}",2025-09-19 07:46:33.450,6.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:49:53.450Z,UpdatedHeaterDC,delta_dc=-0.7880000000000053,"{""current_dc"": 39.99, ""delta_dc"": -0.7880000000000053, ""target_temperature"": 30.0, ""latest_temperature"": 30.25}",2025-09-19 07:49:53.450,6.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:53:13.450Z,UpdatedHeaterDC,delta_dc=2.8779999999999886,"{""current_dc"": 42.87, ""delta_dc"": 2.8779999999999886, ""target_temperature"": 30.0, ""latest_temperature"": 29.76}",2025-09-19 07:53:13.450,6.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:56:33.450Z,UpdatedHeaterDC,delta_dc=-2.255999999999994,"{""current_dc"": 40.61, ""delta_dc"": -2.255999999999994, ""target_temperature"": 30.0, ""latest_temperature"": 30.16}",2025-09-19 07:56:33.450,6.6225
Long Yeast Grow,pioreactor02,2025-09-19T05:59:53.450Z,UpdatedHeaterDC,delta_dc=-0.7039999999999942,"{""current_dc"": 39.91, ""delta_dc"": -0.7039999999999942, ""target_temperature"": 30.0, ""latest_temperature"": 30.2}",2025-09-19 07:59:53.450,6.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.493Z,UpdatedHeaterDC,delta_dc=-1.311999999999994,"{""current_dc"": 38.6, ""delta_dc"": -1.311999999999994, ""target_temperature"": 30.0, ""latest_temperature"": 30.31}",2025-09-19 08:03:13.493,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:06:33.450Z,UpdatedHeaterDC,delta_dc=3.2980000000000054,"{""current_dc"": 41.9, ""delta_dc"": 3.2980000000000054, ""target_temperature"": 30.0, ""latest_temperature"": 29.74}",2025-09-19 08:06:33.450,6.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:09:53.451Z,UpdatedHeaterDC,delta_dc=-1.6279999999999977,"{""current_dc"": 40.27, ""delta_dc"": -1.6279999999999977, ""target_temperature"": 30.0, ""latest_temperature"": 30.06}",2025-09-19 08:09:53.451,6.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:13:13.451Z,UpdatedHeaterDC,delta_dc=0.8519999999999819,"{""current_dc"": 41.12, ""delta_dc"": 0.8519999999999819, ""target_temperature"": 30.0, ""latest_temperature"": 29.92}",2025-09-19 08:13:13.451,6.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:16:33.451Z,UpdatedHeaterDC,delta_dc=1.288000000000011,"{""current_dc"": 42.41, ""delta_dc"": 1.288000000000011, ""target_temperature"": 30.0, ""latest_temperature"": 29.77}",2025-09-19 08:16:33.451,6.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:19:53.449Z,UpdatedHeaterDC,delta_dc=1.0299999999999918,"{""current_dc"": 43.44, ""delta_dc"": 1.0299999999999918, ""target_temperature"": 30.0, ""latest_temperature"": 29.71}",2025-09-19 08:19:53.449,7.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:23:13.452Z,UpdatedHeaterDC,delta_dc=-0.7580000000000082,"{""current_dc"": 42.68, ""delta_dc"": -0.7580000000000082, ""target_temperature"": 30.0, ""latest_temperature"": 29.92}",2025-09-19 08:23:13.452,7.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:26:33.449Z,UpdatedHeaterDC,delta_dc=0.9280000000000057,"{""current_dc"": 43.61, ""delta_dc"": 0.9280000000000057, ""target_temperature"": 30.0, ""latest_temperature"": 29.82}",2025-09-19 08:26:33.449,7.1225
Long Yeast Grow,pioreactor02,2025-09-19T06:29:53.452Z,UpdatedHeaterDC,delta_dc=0.036000000000008525,"{""current_dc"": 43.65, ""delta_dc"": 0.036000000000008525, ""target_temperature"": 30.0, ""latest_temperature"": 29.88}",2025-09-19 08:29:53.452,7.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:33:13.450Z,UpdatedHeaterDC,delta_dc=-0.19199999999999942,"{""current_dc"": 43.46, ""delta_dc"": -0.19199999999999942, ""target_temperature"": 30.0, ""latest_temperature"": 29.95}",2025-09-19 08:33:13.450,7.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:36:33.449Z,UpdatedHeaterDC,delta_dc=0.20199999999998752,"{""current_dc"": 43.66, ""delta_dc"": 0.20199999999998752, ""target_temperature"": 30.0, ""latest_temperature"": 29.94}",2025-09-19 08:36:33.449,7.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:39:53.450Z,UpdatedHeaterDC,delta_dc=1.236000000000012,"{""current_dc"": 44.9, ""delta_dc"": 1.236000000000012, ""target_temperature"": 30.0, ""latest_temperature"": 29.79}",2025-09-19 08:39:53.450,7.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:43:13.450Z,UpdatedHeaterDC,delta_dc=0.5460000000000023,"{""current_dc"": 45.45, ""delta_dc"": 0.5460000000000023, ""target_temperature"": 30.0, ""latest_temperature"": 29.79}",2025-09-19 08:43:13.450,7.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:46:33.491Z,UpdatedHeaterDC,delta_dc=-0.030000000000011073,"{""current_dc"": 45.42, ""delta_dc"": -0.030000000000011073, ""target_temperature"": 30.0, ""latest_temperature"": 29.87}",2025-09-19 08:46:33.491,7.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:49:53.449Z,UpdatedHeaterDC,delta_dc=-0.9580000000000005,"{""current_dc"": 44.46, ""delta_dc"": -0.9580000000000005, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 08:49:53.449,7.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:53:13.451Z,UpdatedHeaterDC,delta_dc=-0.20199999999998752,"{""current_dc"": 44.26, ""delta_dc"": -0.20199999999998752, ""target_temperature"": 30.0, ""latest_temperature"": 30.06}",2025-09-19 08:53:13.451,7.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:56:33.449Z,UpdatedHeaterDC,delta_dc=0.7799999999999961,"{""current_dc"": 45.04, ""delta_dc"": 0.7799999999999961, ""target_temperature"": 30.0, ""latest_temperature"": 29.93}",2025-09-19 08:56:33.449,7.6225
Long Yeast Grow,pioreactor02,2025-09-19T06:59:53.452Z,UpdatedHeaterDC,delta_dc=-0.5380000000000095,"{""current_dc"": 44.5, ""delta_dc"": -0.5380000000000095, ""target_temperature"": 30.0, ""latest_temperature"": 30.03}",2025-09-19 08:59:53.452,7.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T07:03:13.451Z,UpdatedHeaterDC,delta_dc=1.434000000000003,"{""current_dc"": 45.93, ""delta_dc"": 1.434000000000003, ""target_temperature"": 30.0, ""latest_temperature"": 29.82}",2025-09-19 09:03:13.451,7.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T07:06:33.449Z,UpdatedHeaterDC,delta_dc=-0.1799999999999997,"{""current_dc"": 45.75, ""delta_dc"": -0.1799999999999997, ""target_temperature"": 30.0, ""latest_temperature"": 29.91}",2025-09-19 09:06:33.449,7.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T07:09:53.454Z,UpdatedHeaterDC,delta_dc=-0.9899999999999871,"{""current_dc"": 44.76, ""delta_dc"": -0.9899999999999871, ""target_temperature"": 30.0, ""latest_temperature"": 30.08}",2025-09-19 09:09:53.454,7.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T07:13:13.450Z,UpdatedHeaterDC,delta_dc=0.07999999999999827,"{""current_dc"": 44.84, ""delta_dc"": 0.07999999999999827, ""target_temperature"": 30.0, ""latest_temperature"": 30.04}",2025-09-19 09:13:13.450,7.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T07:16:33.491Z,UpdatedHeaterDC,delta_dc=0.47199999999998987,"{""current_dc"": 45.31, ""delta_dc"": 0.47199999999998987, ""target_temperature"": 30.0, ""latest_temperature"": 29.96}",2025-09-19 09:16:33.491,7.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T07:19:53.450Z,UpdatedHeaterDC,delta_dc=-0.7599999999999838,"{""current_dc"": 44.55, ""delta_dc"": -0.7599999999999838, ""target_temperature"": 30.0, ""latest_temperature"": 30.08}",2025-09-19 09:19:53.450,8.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T07:23:13.454Z,UpdatedHeaterDC,delta_dc=1.2319999999999993,"{""current_dc"": 45.78, ""delta_dc"": 1.2319999999999993, ""target_temperature"": 30.0, ""latest_temperature"": 29.88}",2025-09-19 09:23:13.454,8.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T07:26:33.449Z,UpdatedHeaterDC,delta_dc=1.1759999999999842,"{""current_dc"": 46.96, ""delta_dc"": 1.1759999999999842, ""target_temperature"": 30.0, ""latest_temperature"": 29.76}",2025-09-19 09:26:33.449,8.1225
Long Yeast Grow,pioreactor02,2025-09-19T07:29:53.451Z,UpdatedHeaterDC,delta_dc=-1.463999999999998,"{""current_dc"": 45.5, ""delta_dc"": -1.463999999999998, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 09:29:53.451,8.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T07:33:13.451Z,UpdatedHeaterDC,delta_dc=0.013999999999995072,"{""current_dc"": 45.51, ""delta_dc"": 0.013999999999995072, ""target_temperature"": 30.0, ""latest_temperature"": 30.03}",2025-09-19 09:33:13.451,8.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T07:36:33.450Z,UpdatedHeaterDC,delta_dc=0.7139999999999929,"{""current_dc"": 46.22, ""delta_dc"": 0.7139999999999929, ""target_temperature"": 30.0, ""latest_temperature"": 29.92}",2025-09-19 09:36:33.450,8.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T07:39:53.451Z,UpdatedHeaterDC,delta_dc=1.3599999999999965,"{""current_dc"": 47.58, ""delta_dc"": 1.3599999999999965, ""target_temperature"": 30.0, ""latest_temperature"": 29.76}",2025-09-19 09:39:53.451,8.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T07:43:13.451Z,UpdatedHeaterDC,delta_dc=-1.176000000000004,"{""current_dc"": 46.4, ""delta_dc"": -1.176000000000004, ""target_temperature"": 30.0, ""latest_temperature"": 30.01}",2025-09-19 09:43:13.451,8.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T07:46:33.451Z,UpdatedHeaterDC,delta_dc=0.40600000000001235,"{""current_dc"": 46.81, ""delta_dc"": 0.40600000000001235, ""target_temperature"": 30.0, ""latest_temperature"": 29.95}",2025-09-19 09:46:33.451,8.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T07:49:53.451Z,UpdatedHeaterDC,delta_dc=-0.08600000000000634,"{""current_dc"": 46.72, ""delta_dc"": -0.08600000000000634, ""target_temperature"": 30.0, ""latest_temperature"": 29.98}",2025-09-19 09:49:53.451,8.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T07:53:13.539Z,UpdatedHeaterDC,delta_dc=-0.09199999999999803,"{""current_dc"": 46.63, ""delta_dc"": -0.09199999999999803, ""target_temperature"": 30.0, ""latest_temperature"": 30.0}",2025-09-19 09:53:13.539,8.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T07:56:33.450Z,UpdatedHeaterDC,delta_dc=-0.504000000000002,"{""current_dc"": 46.13, ""delta_dc"": -0.504000000000002, ""target_temperature"": 30.0, ""latest_temperature"": 30.07}",2025-09-19 09:56:33.450,8.6225
Long Yeast Grow,pioreactor02,2025-09-19T07:59:53.450Z,UpdatedHeaterDC,delta_dc=0.4659999999999982,"{""current_dc"": 46.6, ""delta_dc"": 0.4659999999999982, ""target_temperature"": 30.0, ""latest_temperature"": 29.98}",2025-09-19 09:59:53.450,8.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T08:03:13.450Z,UpdatedHeaterDC,delta_dc=0.8439999999999948,"{""current_dc"": 47.44, ""delta_dc"": 0.8439999999999948, ""target_temperature"": 30.0, ""latest_temperature"": 29.87}",2025-09-19 10:03:13.450,8.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T08:06:33.451Z,UpdatedHeaterDC,delta_dc=-0.8140000000000035,"{""current_dc"": 46.63, ""delta_dc"": -0.8140000000000035, ""target_temperature"": 30.0, ""latest_temperature"": 30.03}",2025-09-19 10:06:33.451,8.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T08:09:53.449Z,UpdatedHeaterDC,delta_dc=-0.6539999999999906,"{""current_dc"": 45.98, ""delta_dc"": -0.6539999999999906, ""target_temperature"": 30.0, ""latest_temperature"": 30.11}",2025-09-19 10:09:53.449,8.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T08:13:13.451Z,UpdatedHeaterDC,delta_dc=0.14599999999999222,"{""current_dc"": 46.13, ""delta_dc"": 0.14599999999999222, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 10:13:13.451,8.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T08:16:33.491Z,UpdatedHeaterDC,delta_dc=0.08600000000000634,"{""current_dc"": 46.22, ""delta_dc"": 0.08600000000000634, ""target_temperature"": 30.0, ""latest_temperature"": 30.02}",2025-09-19 10:16:33.491,8.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T08:19:53.450Z,UpdatedHeaterDC,delta_dc=0.3080000000000062,"{""current_dc"": 46.53, ""delta_dc"": 0.3080000000000062, ""target_temperature"": 30.0, ""latest_temperature"": 29.97}",2025-09-19 10:19:53.450,9.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T08:23:13.496Z,UpdatedHeaterDC,delta_dc=-0.42599999999999905,"{""current_dc"": 46.1, ""delta_dc"": -0.42599999999999905, ""target_temperature"": 30.0, ""latest_temperature"": 30.04}",2025-09-19 10:23:13.496,9.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T08:26:33.451Z,UpdatedHeaterDC,delta_dc=0.5440000000000011,"{""current_dc"": 46.64, ""delta_dc"": 0.5440000000000011, ""target_temperature"": 30.0, ""latest_temperature"": 29.95}",2025-09-19 10:26:33.451,9.1225
Long Yeast Grow,pioreactor02,2025-09-19T08:29:53.450Z,UpdatedHeaterDC,delta_dc=-0.37400000000000017,"{""current_dc"": 46.27, ""delta_dc"": -0.37400000000000017, ""target_temperature"": 30.0, ""latest_temperature"": 30.02}",2025-09-19 10:29:53.450,9.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T08:33:13.450Z,UpdatedHeaterDC,delta_dc=0.09199999999999803,"{""current_dc"": 46.36, ""delta_dc"": 0.09199999999999803, ""target_temperature"": 30.0, ""latest_temperature"": 30.0}",2025-09-19 10:33:13.450,9.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T08:36:33.452Z,UpdatedHeaterDC,delta_dc=0.6479999999999989,"{""current_dc"": 47.01, ""delta_dc"": 0.6479999999999989, ""target_temperature"": 30.0, ""latest_temperature"": 29.91}",2025-09-19 10:36:33.452,9.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T08:39:53.451Z,UpdatedHeaterDC,delta_dc=-0.7019999999999932,"{""current_dc"": 46.31, ""delta_dc"": -0.7019999999999932, ""target_temperature"": 30.0, ""latest_temperature"": 30.04}",2025-09-19 10:39:53.451,9.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T08:43:13.451Z,UpdatedHeaterDC,delta_dc=1.1920000000000002,"{""current_dc"": 47.5, ""delta_dc"": 1.1920000000000002, ""target_temperature"": 30.0, ""latest_temperature"": 29.86}",2025-09-19 10:43:13.451,9.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T08:46:33.451Z,UpdatedHeaterDC,delta_dc=-0.4279999999999944,"{""current_dc"": 47.07, ""delta_dc"": -0.4279999999999944, ""target_temperature"": 30.0, ""latest_temperature"": 29.97}",2025-09-19 10:46:33.451,9.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T08:49:53.450Z,UpdatedHeaterDC,delta_dc=-0.930000000000001,"{""current_dc"": 46.14, ""delta_dc"": -0.930000000000001, ""target_temperature"": 30.0, ""latest_temperature"": 30.11}",2025-09-19 10:49:53.450,9.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T08:53:13.452Z,UpdatedHeaterDC,delta_dc=1.6579999999999984,"{""current_dc"": 47.8, ""delta_dc"": 1.6579999999999984, ""target_temperature"": 30.0, ""latest_temperature"": 29.84}",2025-09-19 10:53:13.452,9.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T08:56:33.449Z,UpdatedHeaterDC,delta_dc=0.19999999999999218,"{""current_dc"": 48.0, ""delta_dc"": 0.19999999999999218, ""target_temperature"": 30.0, ""latest_temperature"": 29.87}",2025-09-19 10:56:33.449,9.6225
Long Yeast Grow,pioreactor02,2025-09-19T08:59:53.451Z,UpdatedHeaterDC,delta_dc=-0.09399999999999334,"{""current_dc"": 47.91, ""delta_dc"": -0.09399999999999334, ""target_temperature"": 30.0, ""latest_temperature"": 29.93}",2025-09-19 10:59:53.451,9.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T09:03:13.492Z,UpdatedHeaterDC,delta_dc=-0.6820000000000064,"{""current_dc"": 47.23, ""delta_dc"": -0.6820000000000064, ""target_temperature"": 30.0, ""latest_temperature"": 30.05}",2025-09-19 11:03:13.492,9.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T09:06:33.450Z,UpdatedHeaterDC,delta_dc=0.013999999999995072,"{""current_dc"": 47.24, ""delta_dc"": 0.013999999999995072, ""target_temperature"": 30.0, ""latest_temperature"": 30.03}",2025-09-19 11:06:33.450,9.789166666667
