experiment,pioreactor_unit,timestamp,temperature_c,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:24:16.611Z,32.17,2025-09-20 08:24:16.611,1.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:27:36.610Z,32.37,2025-09-20 08:27:36.610,1.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:30:56.610Z,32.54,2025-09-20 08:30:56.610,1.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:34:16.611Z,32.55,2025-09-20 08:34:16.611,1.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:37:36.613Z,32.59,2025-09-20 08:37:36.613,1.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:40:56.611Z,32.39,2025-09-20 08:40:56.611,1.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:44:16.611Z,32.41,2025-09-20 08:44:16.611,1.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:47:36.612Z,32.5,2025-09-20 08:47:36.612,1.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:50:56.612Z,32.57,2025-09-20 08:50:56.612,1.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:54:16.612Z,32.38,2025-09-20 08:54:16.612,1.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:57:36.612Z,32.07,2025-09-20 08:57:36.612,1.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:00:56.613Z,32.16,2025-09-20 09:00:56.613,1.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:04:16.610Z,32.17,2025-09-20 09:04:16.610,2.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:07:36.630Z,32.1,2025-09-20 09:07:36.630,2.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:10:56.611Z,32.03,2025-09-20 09:10:56.611,2.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:14:16.614Z,32.1,2025-09-20 09:14:16.614,2.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:17:36.612Z,32.0,2025-09-20 09:17:36.612,2.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:20:56.612Z,32.05,2025-09-20 09:20:56.612,2.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:24:16.611Z,32.23,2025-09-20 09:24:16.611,2.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:27:36.611Z,32.19,2025-09-20 09:27:36.611,2.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:30:56.613Z,32.02,2025-09-20 09:30:56.613,2.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:34:16.611Z,31.87,2025-09-20 09:34:16.611,2.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:37:36.612Z,31.91,2025-09-20 09:37:36.612,2.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:40:56.611Z,31.99,2025-09-20 09:40:56.611,2.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:44:16.611Z,31.84,2025-09-20 09:44:16.611,2.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:47:36.614Z,31.88,2025-09-20 09:47:36.614,2.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:50:56.613Z,31.93,2025-09-20 09:50:56.613,2.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:54:16.612Z,31.9,2025-09-20 09:54:16.612,2.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T07:57:36.613Z,31.7,2025-09-20 09:57:36.613,2.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:00:56.612Z,31.97,2025-09-20 10:00:56.612,2.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:04:16.612Z,31.92,2025-09-20 10:04:16.612,3.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:07:36.611Z,31.92,2025-09-20 10:07:36.611,3.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:10:56.611Z,32.03,2025-09-20 10:10:56.611,3.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:14:16.612Z,32.03,2025-09-20 10:14:16.612,3.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:17:36.610Z,31.85,2025-09-20 10:17:36.610,3.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:20:56.610Z,31.92,2025-09-20 10:20:56.610,3.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:24:16.610Z,31.96,2025-09-20 10:24:16.610,3.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:27:36.611Z,32.16,2025-09-20 10:27:36.611,3.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:30:56.613Z,32.06,2025-09-20 10:30:56.613,3.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:34:16.612Z,32.19,2025-09-20 10:34:16.612,3.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:37:36.611Z,32.13,2025-09-20 10:37:36.611,3.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:40:56.611Z,32.17,2025-09-20 10:40:56.611,3.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:44:16.613Z,31.55,2025-09-20 10:44:16.613,3.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:47:36.611Z,32.02,2025-09-20 10:47:36.611,3.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:50:56.612Z,32.05,2025-09-20 10:50:56.612,3.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:54:16.611Z,32.05,2025-09-20 10:54:16.611,3.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T08:57:36.612Z,32.06,2025-09-20 10:57:36.612,3.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:00:56.613Z,32.39,2025-09-20 11:00:56.613,3.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:04:16.612Z,32.25,2025-09-20 11:04:16.612,4.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:07:36.611Z,31.94,2025-09-20 11:07:36.611,4.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:10:56.613Z,32.1,2025-09-20 11:10:56.613,4.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:14:16.613Z,32.28,2025-09-20 11:14:16.613,4.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:17:36.614Z,32.12,2025-09-20 11:17:36.614,4.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:20:56.613Z,32.01,2025-09-20 11:20:56.613,4.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:24:16.611Z,31.95,2025-09-20 11:24:16.611,4.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:27:36.611Z,31.97,2025-09-20 11:27:36.611,4.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:30:56.611Z,32.12,2025-09-20 11:30:56.611,4.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:34:16.611Z,32.18,2025-09-20 11:34:16.611,4.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:37:36.611Z,32.25,2025-09-20 11:37:36.611,4.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:40:56.613Z,32.19,2025-09-20 11:40:56.613,4.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:44:16.611Z,31.97,2025-09-20 11:44:16.611,4.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:47:36.611Z,32.11,2025-09-20 11:47:36.611,4.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:50:56.613Z,32.05,2025-09-20 11:50:56.613,4.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:54:16.609Z,31.96,2025-09-20 11:54:16.609,4.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T09:57:36.611Z,31.86,2025-09-20 11:57:36.611,4.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:00:56.612Z,31.99,2025-09-20 12:00:56.612,4.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:04:16.611Z,31.92,2025-09-20 12:04:16.611,5.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:07:36.611Z,32.03,2025-09-20 12:07:36.611,5.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:10:56.611Z,31.87,2025-09-20 12:10:56.611,5.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:14:16.610Z,31.88,2025-09-20 12:14:16.610,5.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:17:36.611Z,31.89,2025-09-20 12:17:36.611,5.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:20:56.610Z,31.71,2025-09-20 12:20:56.610,5.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:24:16.614Z,31.82,2025-09-20 12:24:16.614,5.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:27:36.611Z,31.96,2025-09-20 12:27:36.611,5.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:30:56.612Z,31.93,2025-09-20 12:30:56.612,5.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:34:16.611Z,31.81,2025-09-20 12:34:16.611,5.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:37:36.610Z,31.69,2025-09-20 12:37:36.610,5.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:40:56.611Z,31.87,2025-09-20 12:40:56.611,5.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:44:16.611Z,32.02,2025-09-20 12:44:16.611,5.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:47:36.611Z,32.06,2025-09-20 12:47:36.611,5.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:50:56.614Z,32.18,2025-09-20 12:50:56.614,5.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:54:16.611Z,32.32,2025-09-20 12:54:16.611,5.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T10:57:36.612Z,32.36,2025-09-20 12:57:36.612,5.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:00:56.611Z,32.12,2025-09-20 13:00:56.611,5.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:04:16.613Z,32.07,2025-09-20 13:04:16.613,6.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:07:36.610Z,32.07,2025-09-20 13:07:36.610,6.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:10:56.611Z,31.92,2025-09-20 13:10:56.611,6.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:14:16.613Z,32.13,2025-09-20 13:14:16.613,6.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:17:36.611Z,31.95,2025-09-20 13:17:36.611,6.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:20:56.612Z,32.18,2025-09-20 13:20:56.612,6.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:24:16.612Z,32.38,2025-09-20 13:24:16.612,6.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:27:36.612Z,32.39,2025-09-20 13:27:36.612,6.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:30:56.613Z,32.23,2025-09-20 13:30:56.613,6.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:34:16.611Z,32.1,2025-09-20 13:34:16.611,6.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:37:36.612Z,32.1,2025-09-20 13:37:36.612,6.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:40:56.612Z,31.83,2025-09-20 13:40:56.612,6.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:44:16.611Z,31.98,2025-09-20 13:44:16.611,6.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:47:36.612Z,31.93,2025-09-20 13:47:36.612,6.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:50:56.610Z,31.51,2025-09-20 13:50:56.610,6.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:54:16.611Z,31.64,2025-09-20 13:54:16.611,6.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T11:57:36.612Z,31.53,2025-09-20 13:57:36.612,6.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:00:56.611Z,31.7,2025-09-20 14:00:56.611,6.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:04:16.611Z,31.85,2025-09-20 14:04:16.611,7.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:07:36.612Z,31.93,2025-09-20 14:07:36.612,7.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:10:56.612Z,32.06,2025-09-20 14:10:56.612,7.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:14:16.611Z,32.14,2025-09-20 14:14:16.611,7.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:17:36.612Z,32.13,2025-09-20 14:17:36.612,7.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:20:56.612Z,32.2,2025-09-20 14:20:56.612,7.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:24:16.611Z,32.1,2025-09-20 14:24:16.611,7.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:27:36.612Z,32.08,2025-09-20 14:27:36.612,7.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:30:56.611Z,32.17,2025-09-20 14:30:56.611,7.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:34:16.613Z,32.09,2025-09-20 14:34:16.613,7.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:37:36.611Z,31.84,2025-09-20 14:37:36.611,7.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:40:56.612Z,31.69,2025-09-20 14:40:56.612,7.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:44:16.612Z,31.69,2025-09-20 14:44:16.612,7.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:47:36.613Z,31.66,2025-09-20 14:47:36.613,7.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:50:56.612Z,31.77,2025-09-20 14:50:56.612,7.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:54:16.610Z,31.88,2025-09-20 14:54:16.610,7.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:57:36.611Z,31.93,2025-09-20 14:57:36.611,7.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:00:56.613Z,32.09,2025-09-20 15:00:56.613,7.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:04:16.611Z,32.25,2025-09-20 15:04:16.611,8.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:07:36.611Z,32.21,2025-09-20 15:07:36.611,8.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:10:56.615Z,32.1,2025-09-20 15:10:56.615,8.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:14:16.612Z,32.14,2025-09-20 15:14:16.612,8.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:17:36.611Z,32.1,2025-09-20 15:17:36.611,8.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:20:56.612Z,32.07,2025-09-20 15:20:56.612,8.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:24:16.612Z,31.95,2025-09-20 15:24:16.612,8.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:27:36.613Z,31.88,2025-09-20 15:27:36.613,8.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:30:56.611Z,31.78,2025-09-20 15:30:56.611,8.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:34:16.611Z,31.76,2025-09-20 15:34:16.611,8.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:37:36.612Z,31.83,2025-09-20 15:37:36.612,8.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:40:56.616Z,31.98,2025-09-20 15:40:56.616,8.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:44:16.613Z,31.92,2025-09-20 15:44:16.613,8.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:47:36.612Z,31.93,2025-09-20 15:47:36.612,8.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:50:56.611Z,32.06,2025-09-20 15:50:56.611,8.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:54:16.612Z,32.05,2025-09-20 15:54:16.612,8.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:57:36.612Z,32.06,2025-09-20 15:57:36.612,8.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:00:56.611Z,32.06,2025-09-20 16:00:56.611,8.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:04:16.610Z,32.04,2025-09-20 16:04:16.610,9.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:07:36.611Z,32.09,2025-09-20 16:07:36.611,9.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:10:56.612Z,32.14,2025-09-20 16:10:56.612,9.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:14:16.611Z,31.96,2025-09-20 16:14:16.611,9.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:17:36.612Z,32.0,2025-09-20 16:17:36.612,9.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:20:56.611Z,32.16,2025-09-20 16:20:56.611,9.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:24:16.612Z,32.03,2025-09-20 16:24:16.612,9.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:27:36.611Z,32.01,2025-09-20 16:27:36.611,9.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:30:56.611Z,31.99,2025-09-20 16:30:56.611,9.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:34:16.611Z,31.82,2025-09-20 16:34:16.611,9.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:37:36.613Z,31.85,2025-09-20 16:37:36.613,9.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:40:56.610Z,32.0,2025-09-20 16:40:56.610,9.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:44:16.612Z,32.17,2025-09-20 16:44:16.612,9.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:47:36.613Z,31.99,2025-09-20 16:47:36.613,9.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:50:56.614Z,32.15,2025-09-20 16:50:56.614,9.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:54:16.611Z,32.1,2025-09-20 16:54:16.611,9.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:57:36.612Z,32.08,2025-09-20 16:57:36.612,9.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:00:56.611Z,32.04,2025-09-20 17:00:56.611,9.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:04:16.611Z,31.86,2025-09-20 17:04:16.611,10.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:07:36.611Z,31.88,2025-09-20 17:07:36.611,10.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:10:56.611Z,31.79,2025-09-20 17:10:56.611,10.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:14:16.615Z,31.78,2025-09-20 17:14:16.615,10.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:17:36.610Z,31.78,2025-09-20 17:17:36.610,10.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:20:56.610Z,31.91,2025-09-20 17:20:56.610,10.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:24:16.613Z,31.93,2025-09-20 17:24:16.613,10.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:27:36.610Z,32.11,2025-09-20 17:27:36.610,10.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:30:56.610Z,31.99,2025-09-20 17:30:56.610,10.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:34:16.611Z,32.15,2025-09-20 17:34:16.611,10.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:37:36.611Z,32.0,2025-09-20 17:37:36.611,10.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:40:56.612Z,32.08,2025-09-20 17:40:56.612,10.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:44:16.611Z,32.16,2025-09-20 17:44:16.611,10.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:47:36.613Z,31.98,2025-09-20 17:47:36.613,10.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:50:56.611Z,31.95,2025-09-20 17:50:56.611,10.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:54:16.612Z,31.99,2025-09-20 17:54:16.612,10.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T15:57:36.611Z,32.0,2025-09-20 17:57:36.611,10.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:00:56.611Z,32.14,2025-09-20 18:00:56.611,10.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:04:16.611Z,32.01,2025-09-20 18:04:16.611,11.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:07:36.611Z,31.99,2025-09-20 18:07:36.611,11.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:10:56.612Z,31.88,2025-09-20 18:10:56.612,11.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:14:16.610Z,31.8,2025-09-20 18:14:16.610,11.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:17:36.612Z,32.05,2025-09-20 18:17:36.612,11.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:20:56.612Z,32.15,2025-09-20 18:20:56.612,11.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:24:16.611Z,31.81,2025-09-20 18:24:16.611,11.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:27:36.611Z,31.97,2025-09-20 18:27:36.611,11.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:30:56.611Z,31.94,2025-09-20 18:30:56.611,11.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:34:16.610Z,31.89,2025-09-20 18:34:16.610,11.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:37:36.611Z,31.92,2025-09-20 18:37:36.611,11.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:40:56.611Z,32.0,2025-09-20 18:40:56.611,11.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:44:16.611Z,31.8,2025-09-20 18:44:16.611,11.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:47:36.612Z,31.94,2025-09-20 18:47:36.612,11.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:50:56.611Z,32.08,2025-09-20 18:50:56.611,11.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:54:16.613Z,32.14,2025-09-20 18:54:16.613,11.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T16:57:36.611Z,32.01,2025-09-20 18:57:36.611,11.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:00:56.611Z,32.08,2025-09-20 19:00:56.611,11.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:04:16.610Z,32.18,2025-09-20 19:04:16.610,12.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:07:36.610Z,32.09,2025-09-20 19:07:36.610,12.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:10:56.610Z,32.08,2025-09-20 19:10:56.610,12.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:14:16.612Z,32.07,2025-09-20 19:14:16.612,12.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:17:36.612Z,32.05,2025-09-20 19:17:36.612,12.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:20:56.612Z,31.99,2025-09-20 19:20:56.612,12.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:24:16.611Z,31.72,2025-09-20 19:24:16.611,12.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T17:27:36.610Z,31.94,2025-09-20 19:27:36.610,12.420833333333
