experiment,pioreactor_unit,timestamp,od_reading,normalized_od_reading,temperature_c,growth_rate,measured_rpm,led_a_intensity_update,led_b_intensity_update,led_c_intensity_update,led_d_intensity_update,add_media_ml,remove_waste_ml,add_alt_media_ml,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T01:43:48.288Z,0.01307072483,1.005111295013,,0.00117608503,,,,,,,,,2025-09-19 03:43:48.288,2.41
Long Yeast Grow,pioreactor02,2025-09-19T01:43:53.288Z,0.013786813449,1.005913457034,,0.001515754171,,,,,,,,,2025-09-19 03:43:53.288,2.411388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:43:58.288Z,0.013390989204,1.00629646152,,0.001683362995,,,,,,,,,2025-09-19 03:43:58.288,2.412777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:44:03.288Z,0.01320399807,1.006490812326,,0.001770905265,,,,,,,,,2025-09-19 03:44:03.288,2.414166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:44:05.871Z,,,,,431.3,,,,,,,,2025-09-19 03:44:05.871,2.414722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:44:08.288Z,0.013286493336,1.006765005346,,0.001899162403,,,,,,,,,2025-09-19 03:44:08.288,2.415555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:44:13.288Z,0.013733249661,1.007406206997,,0.002210938491,,,,,,,,,2025-09-19 03:44:13.288,2.416944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:44:18.288Z,0.013393574035,1.007732819162,,0.002374199597,,,,,,,,,2025-09-19 03:44:18.288,2.418333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:44:23.288Z,0.013261634363,1.007941043353,,0.002480986556,,,,,,,,,2025-09-19 03:44:23.288,2.419722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:44:28.288Z,0.01288299075,1.007808840716,,0.002408017218,,,,,,,,,2025-09-19 03:44:28.288,2.421111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:44:28.871Z,,,,,572.1,,,,,,,,2025-09-19 03:44:28.871,2.421111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:44:33.288Z,0.012817842003,1.007617782156,,0.002300184439,,,,,,,,,2025-09-19 03:44:33.288,2.4225
Long Yeast Grow,pioreactor02,2025-09-19T01:44:38.288Z,0.012810188498,1.007420384902,,0.002185525104,,,,,,,,,2025-09-19 03:44:38.288,2.423888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:44:43.288Z,0.012696817627,1.007124069503,,0.002009316562,,,,,,,,,2025-09-19 03:44:43.288,2.425277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:44:48.289Z,0.013195108694,1.007284903582,,0.00210504335,,,,,,,,,2025-09-19 03:44:48.289,2.426666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:44:51.871Z,,,,,560.6,,,,,,,,2025-09-19 03:44:51.871,2.4275
Long Yeast Grow,pioreactor02,2025-09-19T01:44:53.288Z,0.013071346536,1.007331150724,,0.002132025033,,,,,,,,,2025-09-19 03:44:53.288,2.428055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:44:58.289Z,0.012957314417,1.007268922662,,0.002090253538,,,,,,,,,2025-09-19 03:44:58.289,2.429444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:45:03.288Z,0.013219608163,1.007459163717,,0.002213535546,,,,,,,,,2025-09-19 03:45:03.288,2.430833333333
