experiment,pioreactor_unit,timestamp,message,source,level,task,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:27:36.619Z,PID output = -0.1159999999999812,app,DEBUG,temperature_automation,2025-09-20 14:27:36.619,7.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:30:56.610Z,"features={'previous_heater_dc': 81.86, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.0625, 53.729166666666664, 51.270833333333336, 49.21875, 47.479166666666664, 45.958333333333336, 44.635416666666664, 43.458333333333336, 42.416666666666664, 41.5, 40.666666666666664, 39.927083333333336, 39.25, 38.625, 38.072916666666664, 37.5625, 37.104166666666664, 36.6875, 36.291666666666664, 35.9375, 35.5625]}",app,DEBUG,temperature_automation,2025-09-20 14:30:56.610,7.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:30:56.618Z,PID output = -0.8560000000000201,app,DEBUG,temperature_automation,2025-09-20 14:30:56.618,7.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:34:16.613Z,"features={'previous_heater_dc': 81.0, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [56.739583333333336, 53.458333333333336, 51.010416666666664, 48.989583333333336, 47.25, 45.739583333333336, 44.427083333333336, 43.270833333333336, 42.21875, 41.3125, 40.5, 39.75, 39.09375, 38.5, 37.9375, 37.4375, 36.958333333333336, 36.5625, 36.145833333333336, 35.791666666666664, 35.458333333333336]}",app,DEBUG,temperature_automation,2025-09-20 14:34:16.613,7.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:34:16.620Z,PID output = 0.13399999999998324,app,DEBUG,temperature_automation,2025-09-20 14:34:16.620,7.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:37:36.610Z,"features={'previous_heater_dc': 81.13, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [56.6875, 53.40625, 50.958333333333336, 48.927083333333336, 47.1875, 45.666666666666664, 44.364583333333336, 43.1875, 42.15625, 41.239583333333336, 40.40625, 39.677083333333336, 39.0, 38.395833333333336, 37.822916666666664, 37.3125, 36.875, 36.4375, 36.0625, 35.6875, 35.34375]}",app,DEBUG,temperature_automation,2025-09-20 14:37:36.610,7.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:37:36.618Z,PID output = 1.5660000000000167,app,DEBUG,temperature_automation,2025-09-20 14:37:36.618,7.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:40:56.612Z,"features={'previous_heater_dc': 82.7, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.0625, 53.708333333333336, 51.229166666666664, 49.15625, 47.395833333333336, 45.84375, 44.510416666666664, 43.333333333333336, 42.270833333333336, 41.34375, 40.5, 39.739583333333336, 39.0625, 38.4375, 37.875, 37.375, 36.885416666666664, 36.479166666666664, 36.0625, 35.708333333333336, 35.364583333333336]}",app,DEBUG,temperature_automation,2025-09-20 14:40:56.612,7.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:40:56.619Z,PID output = 1.4959999999999902,app,DEBUG,temperature_automation,2025-09-20 14:40:56.619,7.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:44:16.611Z,"features={'previous_heater_dc': 84.2, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.46875, 54.0625, 51.53125, 49.4375, 47.645833333333336, 46.072916666666664, 44.708333333333336, 43.5, 42.447916666666664, 41.479166666666664, 40.614583333333336, 39.875, 39.177083333333336, 38.541666666666664, 37.989583333333336, 37.447916666666664, 36.96875, 36.53125, 36.125, 35.75, 35.40625]}",app,DEBUG,temperature_automation,2025-09-20 14:44:16.611,7.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:44:16.619Z,PID output = 0.8059999999999967,app,DEBUG,temperature_automation,2025-09-20 14:44:16.619,7.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:47:36.612Z,"features={'previous_heater_dc': 85.01, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.739583333333336, 54.28125, 51.729166666666664, 49.604166666666664, 47.791666666666664, 46.21875, 44.84375, 43.625, 42.541666666666664, 41.59375, 40.71875, 39.947916666666664, 39.25, 38.625, 38.052083333333336, 37.520833333333336, 37.03125, 36.604166666666664, 36.1875, 35.8125, 35.489583333333336]}",app,DEBUG,temperature_automation,2025-09-20 14:47:36.612,7.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:47:36.620Z,PID output = 1.022000000000005,app,DEBUG,temperature_automation,2025-09-20 14:47:36.620,7.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:50:56.611Z,"features={'previous_heater_dc': 86.03, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.0625, 54.583333333333336, 51.989583333333336, 49.854166666666664, 48.020833333333336, 46.416666666666664, 45.041666666666664, 43.802083333333336, 42.71875, 41.75, 40.875, 40.09375, 39.40625, 38.75, 38.177083333333336, 37.625, 37.125, 36.6875, 36.291666666666664, 35.927083333333336, 35.552083333333336]}",app,DEBUG,temperature_automation,2025-09-20 14:50:56.611,7.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:50:56.619Z,PID output = 0.09200000000000375,app,DEBUG,temperature_automation,2025-09-20 14:50:56.619,7.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:54:16.609Z,"features={'previous_heater_dc': 86.12, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.15625, 54.677083333333336, 52.09375, 49.958333333333336, 48.09375, 46.510416666666664, 45.114583333333336, 43.885416666666664, 42.802083333333336, 41.822916666666664, 40.96875, 40.197916666666664, 39.5, 38.822916666666664, 38.260416666666664, 37.739583333333336, 37.25, 36.8125, 36.375, 36.0, 35.645833333333336]}",app,DEBUG,temperature_automation,2025-09-20 14:54:16.609,7.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:54:16.617Z,PID output = -0.19399999999999473,app,DEBUG,temperature_automation,2025-09-20 14:54:16.617,7.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:57:36.611Z,"features={'previous_heater_dc': 85.93, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.15625, 54.6875, 52.104166666666664, 49.958333333333336, 48.114583333333336, 46.541666666666664, 45.135416666666664, 43.916666666666664, 42.833333333333336, 41.864583333333336, 41.0, 40.229166666666664, 39.510416666666664, 38.875, 38.3125, 37.760416666666664, 37.291666666666664, 36.854166666666664, 36.4375, 36.0625, 35.6875]}",app,DEBUG,temperature_automation,2025-09-20 14:57:36.611,7.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T12:57:36.618Z,PID output = -0.04800000000000251,app,DEBUG,temperature_automation,2025-09-20 14:57:36.618,7.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:00:56.612Z,"features={'previous_heater_dc': 85.88, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.239583333333336, 54.75, 52.166666666666664, 50.041666666666664, 48.197916666666664, 46.625, 45.21875, 44.0, 42.916666666666664, 41.9375, 41.072916666666664, 40.302083333333336, 39.604166666666664, 38.958333333333336, 38.375, 37.84375, 37.364583333333336, 36.90625, 36.5, 36.125, 35.760416666666664]}",app,DEBUG,temperature_automation,2025-09-20 15:00:56.612,7.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:00:56.620Z,PID output = -0.9700000000000258,app,DEBUG,temperature_automation,2025-09-20 15:00:56.620,7.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:04:16.611Z,"features={'previous_heater_dc': 84.91, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.0, 54.572916666666664, 52.010416666666664, 49.895833333333336, 48.083333333333336, 46.510416666666664, 45.135416666666664, 43.927083333333336, 42.84375, 41.885416666666664, 41.041666666666664, 40.260416666666664, 39.5625, 38.9375, 38.375, 37.833333333333336, 37.364583333333336, 36.916666666666664, 36.5, 36.125, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 15:04:16.611,8.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:04:16.619Z,PID output = -1.3859999999999841,app,DEBUG,temperature_automation,2025-09-20 15:04:16.619,8.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:07:36.611Z,"features={'previous_heater_dc': 83.52, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.625, 54.21875, 51.697916666666664, 49.614583333333336, 47.84375, 46.28125, 44.9375, 43.729166666666664, 42.677083333333336, 41.697916666666664, 40.875, 40.114583333333336, 39.4375, 38.8125, 38.25, 37.71875, 37.25, 36.8125, 36.40625, 36.041666666666664, 35.6875]}",app,DEBUG,temperature_automation,2025-09-20 15:07:36.611,8.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:07:36.618Z,PID output = -0.3620000000000062,app,DEBUG,temperature_automation,2025-09-20 15:07:36.618,8.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:10:56.614Z,"features={'previous_heater_dc': 83.16, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.4375, 54.072916666666664, 51.572916666666664, 49.5, 47.71875, 46.166666666666664, 44.833333333333336, 43.635416666666664, 42.583333333333336, 41.635416666666664, 40.802083333333336, 40.03125, 39.375, 38.739583333333336, 38.177083333333336, 37.645833333333336, 37.1875, 36.75, 36.354166666666664, 35.989583333333336, 35.625]}",app,DEBUG,temperature_automation,2025-09-20 15:10:56.614,8.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:10:56.622Z,PID output = 0.2459999999999936,app,DEBUG,temperature_automation,2025-09-20 15:10:56.622,8.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:14:16.611Z,"features={'previous_heater_dc': 83.41, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.489583333333336, 54.104166666666664, 51.583333333333336, 49.510416666666664, 47.71875, 46.166666666666664, 44.822916666666664, 43.625, 42.572916666666664, 41.635416666666664, 40.791666666666664, 40.03125, 39.364583333333336, 38.6875, 38.15625, 37.625, 37.15625, 36.729166666666664, 36.3125, 35.9375, 35.604166666666664]}",app,DEBUG,temperature_automation,2025-09-20 15:14:16.611,8.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:14:16.619Z,PID output = -0.5479999999999976,app,DEBUG,temperature_automation,2025-09-20 15:14:16.619,8.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:17:36.611Z,"features={'previous_heater_dc': 82.86, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.3125, 53.947916666666664, 51.458333333333336, 49.395833333333336, 47.625, 46.09375, 44.75, 43.5625, 42.510416666666664, 41.572916666666664, 40.729166666666664, 39.989583333333336, 39.302083333333336, 38.677083333333336, 38.125, 37.604166666666664, 37.125, 36.6875, 36.3125, 35.9375, 35.572916666666664]}",app,DEBUG,temperature_automation,2025-09-20 15:17:36.611,8.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:17:36.620Z,PID output = -0.07600000000000767,app,DEBUG,temperature_automation,2025-09-20 15:17:36.620,8.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:20:56.611Z,"features={'previous_heater_dc': 82.78, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.291666666666664, 53.90625, 51.427083333333336, 49.364583333333336, 47.59375, 46.0625, 44.71875, 43.520833333333336, 42.46875, 41.552083333333336, 40.697916666666664, 39.9375, 39.28125, 38.635416666666664, 38.104166666666664, 37.5625, 37.09375, 36.6875, 36.260416666666664, 35.885416666666664, 35.5625]}",app,DEBUG,temperature_automation,2025-09-20 15:20:56.611,8.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:20:56.619Z,PID output = -0.043999999999995515,app,DEBUG,temperature_automation,2025-09-20 15:20:56.619,8.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:24:16.611Z,"features={'previous_heater_dc': 82.74, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.25, 53.875, 51.395833333333336, 49.322916666666664, 47.5625, 46.020833333333336, 44.677083333333336, 43.5, 42.4375, 41.489583333333336, 40.645833333333336, 39.895833333333336, 39.208333333333336, 38.614583333333336, 38.0625, 37.510416666666664, 37.0625, 36.625, 36.239583333333336, 35.875, 35.5]}",app,DEBUG,temperature_automation,2025-09-20 15:24:16.611,8.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:24:16.619Z,PID output = 0.6820000000000064,app,DEBUG,temperature_automation,2025-09-20 15:24:16.619,8.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:27:36.612Z,"features={'previous_heater_dc': 83.42, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.395833333333336, 54.010416666666664, 51.5, 49.416666666666664, 47.645833333333336, 46.09375, 44.75, 43.541666666666664, 42.46875, 41.541666666666664, 40.6875, 39.9375, 39.260416666666664, 38.625, 38.0625, 37.5625, 37.0625, 36.625, 36.25, 35.875, 35.520833333333336]}",app,DEBUG,temperature_automation,2025-09-20 15:27:36.612,8.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:27:36.621Z,PID output = 0.6340000000000039,app,DEBUG,temperature_automation,2025-09-20 15:27:36.621,8.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:30:56.611Z,"features={'previous_heater_dc': 84.05, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.5625, 54.177083333333336, 51.635416666666664, 49.5625, 47.760416666666664, 46.197916666666664, 44.833333333333336, 43.625, 42.5625, 41.625, 40.739583333333336, 40.0, 39.3125, 38.677083333333336, 38.114583333333336, 37.5625, 37.114583333333336, 36.677083333333336, 36.25, 35.875, 35.5625]}",app,DEBUG,temperature_automation,2025-09-20 15:30:56.611,8.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:30:56.619Z,PID output = 1.0319999999999871,app,DEBUG,temperature_automation,2025-09-20 15:30:56.619,8.476388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:34:16.610Z,"features={'previous_heater_dc': 85.08, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.875, 54.427083333333336, 51.875, 49.75, 47.947916666666664, 46.364583333333336, 44.96875, 43.770833333333336, 42.677083333333336, 41.729166666666664, 40.864583333333336, 40.09375, 39.40625, 38.760416666666664, 38.1875, 37.677083333333336, 37.1875, 36.75, 36.354166666666664, 35.989583333333336, 35.625]}",app,DEBUG,temperature_automation,2025-09-20 15:34:16.610,8.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:34:16.618Z,PID output = 0.715999999999994,app,DEBUG,temperature_automation,2025-09-20 15:34:16.618,8.531944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:37:36.612Z,"features={'previous_heater_dc': 85.8, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.125, 54.65625, 52.052083333333336, 49.9375, 48.09375, 46.520833333333336, 45.125, 43.875, 42.802083333333336, 41.822916666666664, 40.96875, 40.197916666666664, 39.489583333333336, 38.854166666666664, 38.25, 37.739583333333336, 37.25, 36.8125, 36.40625, 36.020833333333336, 35.666666666666664]}",app,DEBUG,temperature_automation,2025-09-20 15:37:36.612,8.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:37:36.619Z,PID output = 0.12000000000001948,app,DEBUG,temperature_automation,2025-09-20 15:37:36.619,8.5875
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:40:56.615Z,"features={'previous_heater_dc': 85.92, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.1875, 54.71875, 52.135416666666664, 50.0, 48.15625, 46.583333333333336, 45.1875, 43.96875, 42.875, 41.90625, 41.041666666666664, 40.25, 39.5625, 38.90625, 38.322916666666664, 37.791666666666664, 37.302083333333336, 36.864583333333336, 36.4375, 36.0625, 35.708333333333336]}",app,DEBUG,temperature_automation,2025-09-20 15:40:56.615,8.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:40:56.624Z,PID output = -0.6380000000000108,app,DEBUG,temperature_automation,2025-09-20 15:40:56.624,8.643055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:44:16.613Z,"features={'previous_heater_dc': 85.28, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.052083333333336, 54.59375, 52.03125, 49.90625, 48.083333333333336, 46.5, 45.125, 43.885416666666664, 42.822916666666664, 41.864583333333336, 41.0, 40.21875, 39.510416666666664, 38.875, 38.3125, 37.78125, 37.302083333333336, 36.864583333333336, 36.447916666666664, 36.0625, 35.739583333333336]}",app,DEBUG,temperature_automation,2025-09-20 15:44:16.613,8.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:44:16.620Z,PID output = 0.48399999999998966,app,DEBUG,temperature_automation,2025-09-20 15:44:16.620,8.698611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:47:36.612Z,"features={'previous_heater_dc': 85.76, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.1875, 54.71875, 52.135416666666664, 50.010416666666664, 48.177083333333336, 46.604166666666664, 45.208333333333336, 43.979166666666664, 42.885416666666664, 41.927083333333336, 41.0625, 40.270833333333336, 39.5625, 38.9375, 38.364583333333336, 37.822916666666664, 37.364583333333336, 36.875, 36.489583333333336, 36.125, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 15:47:36.612,8.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:47:36.619Z,PID output = 0.1360000000000099,app,DEBUG,temperature_automation,2025-09-20 15:47:36.619,8.754166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:50:56.610Z,"features={'previous_heater_dc': 85.9, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.28125, 54.8125, 52.21875, 50.072916666666664, 48.239583333333336, 46.645833333333336, 45.270833333333336, 44.03125, 42.947916666666664, 41.96875, 41.104166666666664, 40.3125, 39.614583333333336, 38.96875, 38.385416666666664, 37.84375, 37.375, 36.9375, 36.5, 36.125, 35.760416666666664]}",app,DEBUG,temperature_automation,2025-09-20 15:50:56.610,8.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:50:56.618Z,PID output = -0.7540000000000177,app,DEBUG,temperature_automation,2025-09-20 15:50:56.618,8.809722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:54:16.612Z,"features={'previous_heater_dc': 85.15, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.0625, 54.604166666666664, 52.052083333333336, 49.916666666666664, 48.09375, 46.520833333333336, 45.135416666666664, 43.916666666666664, 42.833333333333336, 41.864583333333336, 41.03125, 40.25, 39.541666666666664, 38.90625, 38.3125, 37.8125, 37.3125, 36.875, 36.458333333333336, 36.0625, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 15:54:16.612,8.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:54:16.620Z,PID output = -0.0839999999999691,app,DEBUG,temperature_automation,2025-09-20 15:54:16.620,8.865277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:57:36.612Z,"features={'previous_heater_dc': 85.07, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [58.0, 54.541666666666664, 51.989583333333336, 49.854166666666664, 48.03125, 46.458333333333336, 45.072916666666664, 43.864583333333336, 42.78125, 41.8125, 40.958333333333336, 40.1875, 39.5, 38.875, 38.28125, 37.75, 37.270833333333336, 36.854166666666664, 36.4375, 36.0625, 35.6875]}",app,DEBUG,temperature_automation,2025-09-20 15:57:36.612,8.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T13:57:36.619Z,PID output = -0.20200000000002943,app,DEBUG,temperature_automation,2025-09-20 15:57:36.619,8.920833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:00:56.610Z,"features={'previous_heater_dc': 84.87, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.9375, 54.510416666666664, 51.96875, 49.84375, 48.020833333333336, 46.458333333333336, 45.072916666666664, 43.875, 42.802083333333336, 41.833333333333336, 40.989583333333336, 40.208333333333336, 39.53125, 38.875, 38.3125, 37.791666666666664, 37.3125, 36.864583333333336, 36.447916666666664, 36.072916666666664, 35.739583333333336]}",app,DEBUG,temperature_automation,2025-09-20 16:00:56.610,8.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:00:56.618Z,PID output = -0.1560000000000059,app,DEBUG,temperature_automation,2025-09-20 16:00:56.618,8.976388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:04:16.610Z,"features={'previous_heater_dc': 84.71, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.9375, 54.5, 51.947916666666664, 49.84375, 48.020833333333336, 46.458333333333336, 45.09375, 43.864583333333336, 42.791666666666664, 41.84375, 41.0, 40.21875, 39.520833333333336, 38.875, 38.3125, 37.78125, 37.3125, 36.875, 36.447916666666664, 36.09375, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 16:04:16.610,9.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:04:16.617Z,PID output = -0.011999999999983413,app,DEBUG,temperature_automation,2025-09-20 16:04:16.617,9.031944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:07:36.610Z,"features={'previous_heater_dc': 84.7, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.9375, 54.520833333333336, 51.958333333333336, 49.854166666666664, 48.041666666666664, 46.479166666666664, 45.09375, 43.875, 42.822916666666664, 41.854166666666664, 41.0, 40.239583333333336, 39.541666666666664, 38.90625, 38.333333333333336, 37.8125, 37.3125, 36.875, 36.489583333333336, 36.125, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 16:07:36.610,9.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:07:36.618Z,PID output = -0.4640000000000285,app,DEBUG,temperature_automation,2025-09-20 16:07:36.618,9.0875
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:10:56.612Z,"features={'previous_heater_dc': 84.24, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.822916666666664, 54.416666666666664, 51.875, 49.78125, 47.979166666666664, 46.40625, 45.03125, 43.833333333333336, 42.770833333333336, 41.8125, 40.96875, 40.208333333333336, 39.510416666666664, 38.875, 38.302083333333336, 37.802083333333336, 37.3125, 36.875, 36.447916666666664, 36.083333333333336, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 16:10:56.612,9.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:10:56.620Z,PID output = -0.5939999999999884,app,DEBUG,temperature_automation,2025-09-20 16:10:56.620,9.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:14:16.610Z,"features={'previous_heater_dc': 83.65, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.625, 54.25, 51.729166666666664, 49.645833333333336, 47.84375, 46.28125, 44.947916666666664, 43.729166666666664, 42.677083333333336, 41.729166666666664, 40.875, 40.125, 39.4375, 38.8125, 38.208333333333336, 37.697916666666664, 37.25, 36.8125, 36.416666666666664, 36.0625, 35.6875]}",app,DEBUG,temperature_automation,2025-09-20 16:14:16.610,9.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:14:16.618Z,PID output = 0.9319999999999964,app,DEBUG,temperature_automation,2025-09-20 16:14:16.618,9.198611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:17:36.612Z,"features={'previous_heater_dc': 84.58, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.875, 54.479166666666664, 51.916666666666664, 49.822916666666664, 48.0, 46.427083333333336, 45.0625, 43.864583333333336, 42.791666666666664, 41.822916666666664, 40.979166666666664, 40.208333333333336, 39.5, 38.875, 38.3125, 37.802083333333336, 37.3125, 36.875, 36.46875, 36.09375, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 16:17:36.612,9.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:17:36.619Z,PID output = -0.18399999999999606,app,DEBUG,temperature_automation,2025-09-20 16:17:36.619,9.254166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:20:56.611Z,"features={'previous_heater_dc': 84.4, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.875, 54.427083333333336, 51.90625, 49.791666666666664, 47.96875, 46.416666666666664, 45.041666666666664, 43.833333333333336, 42.78125, 41.802083333333336, 40.96875, 40.208333333333336, 39.5, 38.875, 38.302083333333336, 37.770833333333336, 37.302083333333336, 36.875, 36.4375, 36.0625, 35.75]}",app,DEBUG,temperature_automation,2025-09-20 16:20:56.611,9.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:20:56.618Z,PID output = -1.1519999999999753,app,DEBUG,temperature_automation,2025-09-20 16:20:56.618,9.309722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:24:16.611Z,"features={'previous_heater_dc': 83.25, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.5, 54.125, 51.614583333333336, 49.541666666666664, 47.770833333333336, 46.229166666666664, 44.885416666666664, 43.677083333333336, 42.614583333333336, 41.6875, 40.822916666666664, 40.083333333333336, 39.40625, 38.760416666666664, 38.208333333333336, 37.6875, 37.239583333333336, 36.8125, 36.385416666666664, 36.010416666666664, 35.6875]}",app,DEBUG,temperature_automation,2025-09-20 16:24:16.611,9.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:24:16.619Z,PID output = 0.519999999999976,app,DEBUG,temperature_automation,2025-09-20 16:24:16.619,9.365277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:27:36.610Z,"features={'previous_heater_dc': 83.77, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [57.625, 54.25, 51.697916666666664, 49.625, 47.822916666666664, 46.270833333333336, 44.916666666666664, 43.708333333333336, 42.65625, 41.6875, 40.875, 40.0625, 39.385416666666664, 38.760416666666664, 38.1875, 37.6875, 37.197916666666664, 36.75, 36.364583333333336, 36.0, 35.625]}",app,DEBUG,temperature_automation,2025-09-20 16:27:36.610,9.420833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T14:27:36.618Z,PID output = 0.06600000000001954,app,DEBUG,temperature_automation,2025-09-20 16:27:36.618,9.420833333333
