experiment,pioreactor_unit,timestamp,measured_rpm,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:08:38.862Z,501.5,2025-09-20 08:08:38.862,1.104722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:09:01.862Z,505.8,2025-09-20 08:09:01.862,1.111111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:09:24.862Z,513.4,2025-09-20 08:09:24.862,1.1175
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:09:47.862Z,506.3,2025-09-20 08:09:47.862,1.123888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:10:10.862Z,499.5,2025-09-20 08:10:10.862,1.130277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:10:33.862Z,500.4,2025-09-20 08:10:33.862,1.136666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:10:56.862Z,507.8,2025-09-20 08:10:56.862,1.143055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:11:19.862Z,484.8,2025-09-20 08:11:19.862,1.149444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:11:42.862Z,499.6,2025-09-20 08:11:42.862,1.155833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:12:05.862Z,494.1,2025-09-20 08:12:05.862,1.162222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:12:28.862Z,516.9,2025-09-20 08:12:28.862,1.168611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:12:51.862Z,518.7,2025-09-20 08:12:51.862,1.175
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:13:14.862Z,508.7,2025-09-20 08:13:14.862,1.181388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:13:37.862Z,511.2,2025-09-20 08:13:37.862,1.187777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:14:00.862Z,506.7,2025-09-20 08:14:00.862,1.194166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:14:23.862Z,461.5,2025-09-20 08:14:23.862,1.200555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:14:46.862Z,503.7,2025-09-20 08:14:46.862,1.206944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:15:09.862Z,506.8,2025-09-20 08:15:09.862,1.213333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:15:32.862Z,499.9,2025-09-20 08:15:32.862,1.219722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:15:55.862Z,502.9,2025-09-20 08:15:55.862,1.226111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:16:18.862Z,512.2,2025-09-20 08:16:18.862,1.2325
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:16:41.862Z,507.2,2025-09-20 08:16:41.862,1.238888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:17:04.862Z,500.2,2025-09-20 08:17:04.862,1.245277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:17:27.862Z,499.0,2025-09-20 08:17:27.862,1.251666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:17:50.862Z,454.9,2025-09-20 08:17:50.862,1.258055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:18:13.862Z,512.8,2025-09-20 08:18:13.862,1.264444444444
