experiment,pioreactor_unit,timestamp,message,source,level,task,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T04:46:33.407Z,"features={'previous_heater_dc': 44.03, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.1875, 43.010416666666664, 41.40625, 40.083333333333336, 38.895833333333336, 37.916666666666664, 37.0, 36.1875, 35.479166666666664, 34.854166666666664, 34.25, 33.739583333333336, 33.25, 32.8125, 32.4375, 32.041666666666664, 31.6875, 31.385416666666668, 31.114583333333332, 30.833333333333332, 30.5625]}",app,DEBUG,temperature_automation,2025-09-19 06:46:33.407,5.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T04:46:33.416Z,PID output = 0.4980000000000103,app,DEBUG,temperature_automation,2025-09-19 06:46:33.416,5.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T04:49:53.407Z,"features={'previous_heater_dc': 44.53, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.333333333333336, 43.114583333333336, 41.541666666666664, 40.166666666666664, 39.0, 37.979166666666664, 37.0625, 36.25, 35.53125, 34.875, 34.302083333333336, 33.760416666666664, 33.291666666666664, 32.84375, 32.4375, 32.0625, 31.739583333333332, 31.427083333333332, 31.125, 30.854166666666668, 30.572916666666668]}",app,DEBUG,temperature_automation,2025-09-19 06:49:53.407,5.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T04:49:53.416Z,PID output = 0.8499999999999864,app,DEBUG,temperature_automation,2025-09-19 06:49:53.416,5.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T04:53:13.406Z,"features={'previous_heater_dc': 45.38, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.6875, 43.416666666666664, 41.78125, 40.40625, 39.21875, 38.1875, 37.25, 36.427083333333336, 35.697916666666664, 35.020833333333336, 34.447916666666664, 33.875, 33.385416666666664, 32.9375, 32.53125, 32.15625, 31.8125, 31.5, 31.1875, 30.916666666666668, 30.65625]}",app,DEBUG,temperature_automation,2025-09-19 06:53:13.406,5.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T04:53:13.417Z,PID output = 0.17400000000001373,app,DEBUG,temperature_automation,2025-09-19 06:53:13.417,5.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T04:56:33.407Z,"features={'previous_heater_dc': 45.55, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.770833333333336, 43.5, 41.864583333333336, 40.479166666666664, 39.28125, 38.239583333333336, 37.302083333333336, 36.5, 35.75, 35.104166666666664, 34.5, 33.9375, 33.447916666666664, 33.0, 32.5625, 32.1875, 31.875, 31.53125, 31.25, 30.9375, 30.6875]}",app,DEBUG,temperature_automation,2025-09-19 06:56:33.407,5.6225
Long Yeast Grow,pioreactor02,2025-09-19T04:56:33.416Z,PID output = -0.6960000000000015,app,DEBUG,temperature_automation,2025-09-19 06:56:33.416,5.6225
Long Yeast Grow,pioreactor02,2025-09-19T04:59:53.407Z,"features={'previous_heater_dc': 44.85, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.520833333333336, 43.291666666666664, 41.677083333333336, 40.3125, 39.145833333333336, 38.114583333333336, 37.1875, 36.375, 35.635416666666664, 35.0, 34.40625, 33.875, 33.385416666666664, 32.9375, 32.520833333333336, 32.15625, 31.8125, 31.5, 31.1875, 30.927083333333332, 30.666666666666668]}",app,DEBUG,temperature_automation,2025-09-19 06:59:53.407,5.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T04:59:53.417Z,PID output = 0.3799999999999919,app,DEBUG,temperature_automation,2025-09-19 06:59:53.417,5.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:03:13.407Z,"features={'previous_heater_dc': 45.23, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.6875, 43.4375, 41.8125, 40.427083333333336, 39.260416666666664, 38.197916666666664, 37.291666666666664, 36.46875, 35.75, 35.072916666666664, 34.489583333333336, 33.9375, 33.4375, 33.0, 32.614583333333336, 32.21875, 31.875, 31.552083333333332, 31.25, 30.958333333333332, 30.708333333333332]}",app,DEBUG,temperature_automation,2025-09-19 07:03:13.407,5.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:03:13.417Z,PID output = -0.975999999999992,app,DEBUG,temperature_automation,2025-09-19 07:03:13.417,5.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:06:33.407Z,"features={'previous_heater_dc': 44.25, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.375, 43.166666666666664, 41.5625, 40.239583333333336, 39.072916666666664, 38.041666666666664, 37.135416666666664, 36.34375, 35.614583333333336, 34.989583333333336, 34.395833333333336, 33.875, 33.375, 32.9375, 32.53125, 32.177083333333336, 31.822916666666668, 31.5, 31.197916666666668, 30.947916666666668, 30.6875]}",app,DEBUG,temperature_automation,2025-09-19 07:06:33.407,5.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:06:33.417Z,PID output = -0.5020000000000067,app,DEBUG,temperature_automation,2025-09-19 07:06:33.417,5.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:09:53.408Z,"features={'previous_heater_dc': 43.75, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.1875, 43.010416666666664, 41.4375, 40.114583333333336, 38.947916666666664, 37.947916666666664, 37.041666666666664, 36.25, 35.541666666666664, 34.895833333333336, 34.322916666666664, 33.8125, 33.322916666666664, 32.895833333333336, 32.5, 32.125, 31.8125, 31.489583333333332, 31.1875, 30.9375, 30.677083333333332]}",app,DEBUG,temperature_automation,2025-09-19 07:09:53.408,5.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:09:53.417Z,PID output = 0.6440000000000026,app,DEBUG,temperature_automation,2025-09-19 07:09:53.417,5.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:13:13.408Z,"features={'previous_heater_dc': 44.39, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.4375, 43.21875, 41.614583333333336, 40.260416666666664, 39.09375, 38.072916666666664, 37.177083333333336, 36.375, 35.645833333333336, 35.0, 34.416666666666664, 33.875, 33.385416666666664, 32.958333333333336, 32.5625, 32.1875, 31.84375, 31.510416666666668, 31.25, 30.947916666666668, 30.71875]}",app,DEBUG,temperature_automation,2025-09-19 07:13:13.408,5.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:13:13.417Z,PID output = -0.7919999999999958,app,DEBUG,temperature_automation,2025-09-19 07:13:13.417,5.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:16:33.407Z,"features={'previous_heater_dc': 43.6, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.114583333333336, 42.9375, 41.354166666666664, 40.03125, 38.875, 37.875, 36.989583333333336, 36.1875, 35.5, 34.854166666666664, 34.270833333333336, 33.75, 33.270833333333336, 32.854166666666664, 32.4375, 32.0625, 31.75, 31.4375, 31.125, 30.875, 30.625]}",app,DEBUG,temperature_automation,2025-09-19 07:16:33.407,5.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:16:33.417Z,PID output = -0.28599999999999853,app,DEBUG,temperature_automation,2025-09-19 07:16:33.417,5.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:19:53.406Z,"features={'previous_heater_dc': 43.31, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.947916666666664, 42.8125, 41.260416666666664, 39.916666666666664, 38.770833333333336, 37.78125, 36.885416666666664, 36.114583333333336, 35.416666666666664, 34.791666666666664, 34.208333333333336, 33.6875, 33.21875, 32.8125, 32.385416666666664, 32.052083333333336, 31.697916666666668, 31.375, 31.125, 30.875, 30.625]}",app,DEBUG,temperature_automation,2025-09-19 07:19:53.406,6.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:19:53.415Z,PID output = 1.2260000000000075,app,DEBUG,temperature_automation,2025-09-19 07:19:53.415,6.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:23:13.405Z,"features={'previous_heater_dc': 44.54, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.4375, 43.239583333333336, 41.625, 40.270833333333336, 39.104166666666664, 38.0625, 37.15625, 36.34375, 35.625, 34.958333333333336, 34.375, 33.833333333333336, 33.364583333333336, 32.90625, 32.5, 32.125, 31.760416666666668, 31.479166666666668, 31.1875, 30.895833333333332, 30.645833333333332]}",app,DEBUG,temperature_automation,2025-09-19 07:23:13.405,6.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:23:13.415Z,PID output = 0.5479999999999976,app,DEBUG,temperature_automation,2025-09-19 07:23:13.415,6.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:26:33.409Z,"features={'previous_heater_dc': 45.09, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.6875, 43.46875, 41.822916666666664, 40.46875, 39.291666666666664, 38.25, 37.354166666666664, 36.541666666666664, 35.8125, 35.145833333333336, 34.5625, 34.03125, 33.541666666666664, 33.09375, 32.6875, 32.3125, 31.979166666666668, 31.65625, 31.375, 31.083333333333332, 30.875]}",app,DEBUG,temperature_automation,2025-09-19 07:26:33.409,6.1225
Long Yeast Grow,pioreactor02,2025-09-19T05:26:33.419Z,PID output = -1.0759999999999934,app,DEBUG,temperature_automation,2025-09-19 07:26:33.419,6.1225
Long Yeast Grow,pioreactor02,2025-09-19T05:29:53.408Z,"features={'previous_heater_dc': 44.01, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.395833333333336, 43.21875, 41.614583333333336, 40.28125, 39.114583333333336, 38.114583333333336, 37.1875, 36.395833333333336, 35.6875, 35.041666666666664, 34.46875, 33.9375, 33.447916666666664, 33.0, 32.625, 32.25, 31.90625, 31.625, 31.3125, 31.041666666666668, 30.8125]}",app,DEBUG,temperature_automation,2025-09-19 07:29:53.408,6.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:29:53.418Z,PID output = 0.13199999999999718,app,DEBUG,temperature_automation,2025-09-19 07:29:53.418,6.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:33:13.410Z,"features={'previous_heater_dc': 44.14, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.5, 43.302083333333336, 41.697916666666664, 40.354166666666664, 39.208333333333336, 38.1875, 37.3125, 36.5, 35.78125, 35.135416666666664, 34.5625, 34.03125, 33.5625, 33.125, 32.708333333333336, 32.364583333333336, 32.0, 31.6875, 31.427083333333332, 31.125, 30.875]}",app,DEBUG,temperature_automation,2025-09-19 07:33:13.410,6.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:33:13.420Z,PID output = -3.0039999999999996,app,DEBUG,temperature_automation,2025-09-19 07:33:13.420,6.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:36:33.408Z,"features={'previous_heater_dc': 41.14, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.375, 42.333333333333336, 40.833333333333336, 39.572916666666664, 38.5, 37.541666666666664, 36.697916666666664, 35.947916666666664, 35.260416666666664, 34.666666666666664, 34.125, 33.625, 33.1875, 32.75, 32.395833333333336, 32.0625, 31.75, 31.4375, 31.177083333333332, 30.927083333333332, 30.6875]}",app,DEBUG,temperature_automation,2025-09-19 07:36:33.408,6.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:36:33.417Z,PID output = 1.4020000000000108,app,DEBUG,temperature_automation,2025-09-19 07:36:33.417,6.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:39:53.405Z,"features={'previous_heater_dc': 42.54, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.875, 42.75, 41.197916666666664, 39.90625, 38.78125, 37.8125, 36.9375, 36.135416666666664, 35.458333333333336, 34.822916666666664, 34.25, 33.760416666666664, 33.3125, 32.875, 32.5, 32.125, 31.8125, 31.5, 31.25, 31.0, 30.75]}",app,DEBUG,temperature_automation,2025-09-19 07:39:53.405,6.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:39:53.414Z,PID output = 0.4400000000000034,app,DEBUG,temperature_automation,2025-09-19 07:39:53.414,6.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:43:13.406Z,"features={'previous_heater_dc': 42.98, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.020833333333336, 42.90625, 41.354166666666664, 40.03125, 38.895833333333336, 37.916666666666664, 37.020833333333336, 36.25, 35.5625, 34.9375, 34.375, 33.875, 33.375, 32.958333333333336, 32.5625, 32.197916666666664, 31.875, 31.572916666666668, 31.28125, 31.010416666666668, 30.78125]}",app,DEBUG,temperature_automation,2025-09-19 07:43:13.406,6.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:43:13.414Z,PID output = -1.629999999999999,app,DEBUG,temperature_automation,2025-09-19 07:43:13.414,6.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:46:33.406Z,"features={'previous_heater_dc': 41.35, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.395833333333336, 42.354166666666664, 40.833333333333336, 39.572916666666664, 38.5, 37.53125, 36.6875, 35.927083333333336, 35.25, 34.645833333333336, 34.125, 33.625, 33.1875, 32.770833333333336, 32.427083333333336, 32.0625, 31.75, 31.447916666666668, 31.1875, 30.9375, 30.6875]}",app,DEBUG,temperature_automation,2025-09-19 07:46:33.406,6.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:46:33.415Z,PID output = -0.5719999999999971,app,DEBUG,temperature_automation,2025-09-19 07:46:33.415,6.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:49:53.407Z,"features={'previous_heater_dc': 40.78, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.1875, 42.15625, 40.666666666666664, 39.4375, 38.354166666666664, 37.416666666666664, 36.572916666666664, 35.822916666666664, 35.166666666666664, 34.5625, 34.03125, 33.552083333333336, 33.114583333333336, 32.6875, 32.3125, 31.989583333333332, 31.677083333333332, 31.375, 31.083333333333332, 30.864583333333332, 30.59375]}",app,DEBUG,temperature_automation,2025-09-19 07:49:53.407,6.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:49:53.416Z,PID output = -0.7880000000000053,app,DEBUG,temperature_automation,2025-09-19 07:49:53.416,6.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:53:13.405Z,"features={'previous_heater_dc': 39.99, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [43.75, 41.770833333333336, 40.322916666666664, 39.09375, 38.041666666666664, 37.125, 36.291666666666664, 35.5625, 34.916666666666664, 34.3125, 33.802083333333336, 33.3125, 32.875, 32.5, 32.125, 31.8125, 31.5, 31.239583333333332, 30.947916666666668, 30.729166666666668, 30.5]}",app,DEBUG,temperature_automation,2025-09-19 07:53:13.405,6.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:53:13.414Z,PID output = 2.8779999999999886,app,DEBUG,temperature_automation,2025-09-19 07:53:13.414,6.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:56:33.407Z,"features={'previous_heater_dc': 42.87, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.90625, 42.78125, 41.21875, 39.927083333333336, 38.802083333333336, 37.822916666666664, 36.9375, 36.166666666666664, 35.479166666666664, 34.864583333333336, 34.3125, 33.791666666666664, 33.3125, 32.895833333333336, 32.510416666666664, 32.135416666666664, 31.8125, 31.5, 31.239583333333332, 30.989583333333332, 30.75]}",app,DEBUG,temperature_automation,2025-09-19 07:56:33.407,6.6225
Long Yeast Grow,pioreactor02,2025-09-19T05:56:33.417Z,PID output = -2.255999999999994,app,DEBUG,temperature_automation,2025-09-19 07:56:33.417,6.6225
Long Yeast Grow,pioreactor02,2025-09-19T05:59:53.405Z,"features={'previous_heater_dc': 40.61, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.09375, 42.083333333333336, 40.59375, 39.364583333333336, 38.291666666666664, 37.375, 36.53125, 35.791666666666664, 35.125, 34.5625, 34.0, 33.5, 33.0625, 32.666666666666664, 32.3125, 31.9375, 31.635416666666668, 31.354166666666668, 31.0625, 30.8125, 30.59375]}",app,DEBUG,temperature_automation,2025-09-19 07:59:53.405,6.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:59:53.415Z,PID output = -0.7039999999999942,app,DEBUG,temperature_automation,2025-09-19 07:59:53.415,6.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.406Z,"features={'previous_heater_dc': 39.91, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [43.75, 41.760416666666664, 40.302083333333336, 39.083333333333336, 38.052083333333336, 37.114583333333336, 36.3125, 35.572916666666664, 34.9375, 34.34375, 33.822916666666664, 33.333333333333336, 32.90625, 32.5, 32.125, 31.802083333333332, 31.46875, 31.1875, 30.875, 30.65625, 30.427083333333332]}",app,DEBUG,temperature_automation,2025-09-19 08:03:13.406,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.416Z,PID output = -1.311999999999994,app,DEBUG,temperature_automation,2025-09-19 08:03:13.416,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:06:33.408Z,"features={'previous_heater_dc': 38.6, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [43.0625, 41.15625, 39.760416666666664, 38.583333333333336, 37.572916666666664, 36.677083333333336, 35.885416666666664, 35.1875, 34.5625, 34.0, 33.489583333333336, 33.010416666666664, 32.614583333333336, 32.197916666666664, 31.875, 31.510416666666668, 31.25, 30.958333333333332, 30.708333333333332, 30.479166666666668, 30.25]}",app,DEBUG,temperature_automation,2025-09-19 08:06:33.408,6.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:06:33.418Z,PID output = 3.2980000000000054,app,DEBUG,temperature_automation,2025-09-19 08:06:33.418,6.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:09:53.406Z,"features={'previous_heater_dc': 41.9, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.354166666666664, 42.270833333333336, 40.770833333333336, 39.5, 38.385416666666664, 37.4375, 36.583333333333336, 35.833333333333336, 35.15625, 34.5625, 34.0, 33.5, 33.0625, 32.625, 32.25, 31.9375, 31.59375, 31.3125, 31.010416666666668, 30.770833333333332, 30.520833333333332]}",app,DEBUG,temperature_automation,2025-09-19 08:09:53.406,6.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:09:53.416Z,PID output = -1.6279999999999977,app,DEBUG,temperature_automation,2025-09-19 08:09:53.416,6.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:13:13.406Z,"features={'previous_heater_dc': 40.27, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [43.8125, 41.791666666666664, 40.333333333333336, 39.125, 38.0625, 37.114583333333336, 36.291666666666664, 35.5625, 34.885416666666664, 34.3125, 33.770833333333336, 33.291666666666664, 32.864583333333336, 32.4375, 32.0625, 31.75, 31.416666666666668, 31.125, 30.875, 30.625, 30.375]}",app,DEBUG,temperature_automation,2025-09-19 08:13:13.406,6.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:13:13.415Z,PID output = 0.8519999999999819,app,DEBUG,temperature_automation,2025-09-19 08:13:13.415,6.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:16:33.406Z,"features={'previous_heater_dc': 41.12, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.03125, 41.96875, 40.489583333333336, 39.25, 38.15625, 37.208333333333336, 36.375, 35.625, 34.9375, 34.354166666666664, 33.8125, 33.3125, 32.875, 32.447916666666664, 32.0625, 31.75, 31.416666666666668, 31.125, 30.875, 30.604166666666668, 30.375]}",app,DEBUG,temperature_automation,2025-09-19 08:16:33.406,6.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:16:33.415Z,PID output = 1.288000000000011,app,DEBUG,temperature_automation,2025-09-19 08:16:33.415,6.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:19:53.405Z,"features={'previous_heater_dc': 42.41, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.489583333333336, 42.385416666666664, 40.84375, 39.5625, 38.447916666666664, 37.46875, 36.572916666666664, 35.822916666666664, 35.135416666666664, 34.510416666666664, 33.9375, 33.447916666666664, 33.0, 32.5625, 32.1875, 31.833333333333332, 31.5, 31.197916666666668, 30.9375, 30.6875, 30.4375]}",app,DEBUG,temperature_automation,2025-09-19 08:19:53.405,7.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:19:53.415Z,PID output = 1.0299999999999918,app,DEBUG,temperature_automation,2025-09-19 08:19:53.415,7.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:23:13.406Z,"features={'previous_heater_dc': 43.44, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.875, 42.71875, 41.145833333333336, 39.822916666666664, 38.697916666666664, 37.697916666666664, 36.8125, 36.020833333333336, 35.3125, 34.6875, 34.114583333333336, 33.614583333333336, 33.125, 32.6875, 32.3125, 31.9375, 31.614583333333332, 31.3125, 31.0, 30.75, 30.5]}",app,DEBUG,temperature_automation,2025-09-19 08:23:13.406,7.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:23:13.415Z,PID output = -0.7580000000000082,app,DEBUG,temperature_automation,2025-09-19 08:23:13.415,7.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:26:33.408Z,"features={'previous_heater_dc': 42.68, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.614583333333336, 42.46875, 40.927083333333336, 39.635416666666664, 38.5, 37.520833333333336, 36.635416666666664, 35.885416666666664, 35.177083333333336, 34.5625, 34.0, 33.489583333333336, 33.010416666666664, 32.583333333333336, 32.1875, 31.854166666666668, 31.5, 31.21875, 30.9375, 30.6875, 30.4375]}",app,DEBUG,temperature_automation,2025-09-19 08:26:33.408,7.1225
Long Yeast Grow,pioreactor02,2025-09-19T06:26:33.417Z,PID output = 0.9280000000000057,app,DEBUG,temperature_automation,2025-09-19 08:26:33.417,7.1225
Long Yeast Grow,pioreactor02,2025-09-19T06:29:53.406Z,"features={'previous_heater_dc': 43.61, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.9375, 42.770833333333336, 41.177083333333336, 39.864583333333336, 38.708333333333336, 37.697916666666664, 36.8125, 36.03125, 35.3125, 34.6875, 34.114583333333336, 33.583333333333336, 33.125, 32.6875, 32.270833333333336, 31.9375, 31.572916666666668, 31.260416666666668, 31.0, 30.75, 30.479166666666668]}",app,DEBUG,temperature_automation,2025-09-19 08:29:53.406,7.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:29:53.415Z,PID output = 0.036000000000008525,app,DEBUG,temperature_automation,2025-09-19 08:29:53.415,7.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:33:13.408Z,"features={'previous_heater_dc': 43.65, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.9375, 42.770833333333336, 41.1875, 39.854166666666664, 38.708333333333336, 37.708333333333336, 36.833333333333336, 36.03125, 35.3125, 34.666666666666664, 34.114583333333336, 33.5625, 33.125, 32.677083333333336, 32.270833333333336, 31.927083333333332, 31.5625, 31.25, 30.96875, 30.697916666666668, 30.4375]}",app,DEBUG,temperature_automation,2025-09-19 08:33:13.408,7.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:33:13.418Z,PID output = -0.19199999999999942,app,DEBUG,temperature_automation,2025-09-19 08:33:13.418,7.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:36:33.407Z,"features={'previous_heater_dc': 43.46, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.875, 42.708333333333336, 41.114583333333336, 39.791666666666664, 38.645833333333336, 37.635416666666664, 36.770833333333336, 35.96875, 35.260416666666664, 34.625, 34.0625, 33.5625, 33.0625, 32.625, 32.25, 31.875, 31.541666666666668, 31.25, 30.9375, 30.6875, 30.4375]}",app,DEBUG,temperature_automation,2025-09-19 08:36:33.407,7.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:36:33.416Z,PID output = 0.20199999999998752,app,DEBUG,temperature_automation,2025-09-19 08:36:33.416,7.289166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:39:53.407Z,"features={'previous_heater_dc': 43.66, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [44.895833333333336, 42.729166666666664, 41.145833333333336, 39.822916666666664, 38.645833333333336, 37.65625, 36.770833333333336, 36.0, 35.25, 34.625, 34.0625, 33.53125, 33.0625, 32.625, 32.239583333333336, 31.875, 31.5, 31.21875, 30.9375, 30.65625, 30.427083333333332]}",app,DEBUG,temperature_automation,2025-09-19 08:39:53.407,7.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:39:53.415Z,PID output = 1.236000000000012,app,DEBUG,temperature_automation,2025-09-19 08:39:53.415,7.344722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:43:13.407Z,"features={'previous_heater_dc': 44.9, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.375, 43.15625, 41.53125, 40.166666666666664, 38.979166666666664, 37.947916666666664, 37.03125, 36.21875, 35.5, 34.833333333333336, 34.260416666666664, 33.75, 33.239583333333336, 32.802083333333336, 32.375, 32.0, 31.6875, 31.375, 31.0625, 30.8125, 30.541666666666668]}",app,DEBUG,temperature_automation,2025-09-19 08:43:13.407,7.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:43:13.417Z,PID output = 0.5460000000000023,app,DEBUG,temperature_automation,2025-09-19 08:43:13.417,7.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:46:33.407Z,"features={'previous_heater_dc': 45.45, 'room_temp': 22.0, 'is_rpi_zero': False, 'volume': 14.0, 'time_series_of_temp': [45.625, 43.385416666666664, 41.71875, 40.34375, 39.15625, 38.125, 37.1875, 36.364583333333336, 35.625, 34.96875, 34.375, 33.8125, 33.333333333333336, 32.875, 32.489583333333336, 32.072916666666664, 31.75, 31.4375, 31.125, 30.864583333333332, 30.572916666666668]}",app,DEBUG,temperature_automation,2025-09-19 08:46:33.407,7.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:46:33.416Z,PID output = -0.030000000000011073,app,DEBUG,temperature_automation,2025-09-19 08:46:33.416,7.455833333333
