experiment,pioreactor_unit,timestamp,measured_rpm,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T02:20:53.871Z,511.5,2025-09-19 04:20:53.871,3.028055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:21:16.871Z,499.2,2025-09-19 04:21:16.871,3.034444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:21:39.871Z,507.8,2025-09-19 04:21:39.871,3.040833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:22:02.871Z,499.3,2025-09-19 04:22:02.871,3.047222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:22:25.871Z,499.5,2025-09-19 04:22:25.871,3.053611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:22:48.871Z,503.4,2025-09-19 04:22:48.871,3.06
Long Yeast Grow,pioreactor02,2025-09-19T02:23:11.871Z,490.5,2025-09-19 04:23:11.871,3.066388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:23:34.871Z,500.9,2025-09-19 04:23:34.871,3.072777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:23:57.871Z,505.7,2025-09-19 04:23:57.871,3.079166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:24:20.871Z,500.4,2025-09-19 04:24:20.871,3.085555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:24:43.871Z,498.6,2025-09-19 04:24:43.871,3.091944444444
Long Yeast Grow,pioreactor02,2025-09-19T02:25:06.871Z,504.4,2025-09-19 04:25:06.871,3.098333333333
Long Yeast Grow,pioreactor02,2025-09-19T02:25:29.871Z,507.3,2025-09-19 04:25:29.871,3.104722222222
Long Yeast Grow,pioreactor02,2025-09-19T02:25:52.871Z,500.1,2025-09-19 04:25:52.871,3.111111111111
Long Yeast Grow,pioreactor02,2025-09-19T02:26:15.871Z,506.1,2025-09-19 04:26:15.871,3.1175
Long Yeast Grow,pioreactor02,2025-09-19T02:26:38.871Z,500.0,2025-09-19 04:26:38.871,3.123888888889
Long Yeast Grow,pioreactor02,2025-09-19T02:27:01.871Z,499.5,2025-09-19 04:27:01.871,3.130277777778
Long Yeast Grow,pioreactor02,2025-09-19T02:27:24.871Z,489.7,2025-09-19 04:27:24.871,3.136666666667
Long Yeast Grow,pioreactor02,2025-09-19T02:27:47.871Z,499.0,2025-09-19 04:27:47.871,3.143055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:28:10.871Z,492.3,2025-09-19 04:28:10.871,3.149444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:28:33.871Z,492.4,2025-09-19 04:28:33.871,3.155833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:28:56.871Z,506.8,2025-09-19 04:28:56.871,3.162222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:29:19.871Z,502.6,2025-09-19 04:29:19.871,3.168611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:29:42.871Z,499.5,2025-09-19 04:29:42.871,3.175
Long Yeast Grow,pioreactor02,2025-09-19T02:30:05.871Z,500.5,2025-09-19 04:30:05.871,3.181388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:30:28.871Z,500.3,2025-09-19 04:30:28.871,3.187777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:30:51.871Z,500.7,2025-09-19 04:30:51.871,3.194166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:31:14.871Z,506.7,2025-09-19 04:31:14.871,3.200555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:31:37.871Z,500.3,2025-09-19 04:31:37.871,3.206944444444
Long Yeast Grow,pioreactor02,2025-09-19T02:32:00.871Z,504.9,2025-09-19 04:32:00.871,3.213333333333
Long Yeast Grow,pioreactor02,2025-09-19T02:32:23.871Z,499.6,2025-09-19 04:32:23.871,3.219722222222
Long Yeast Grow,pioreactor02,2025-09-19T02:32:46.871Z,498.3,2025-09-19 04:32:46.871,3.226111111111
Long Yeast Grow,pioreactor02,2025-09-19T02:33:09.871Z,499.6,2025-09-19 04:33:09.871,3.2325
Long Yeast Grow,pioreactor02,2025-09-19T02:33:32.871Z,500.5,2025-09-19 04:33:32.871,3.238888888889
Long Yeast Grow,pioreactor02,2025-09-19T02:33:55.871Z,496.4,2025-09-19 04:33:55.871,3.245277777778
Long Yeast Grow,pioreactor02,2025-09-19T02:34:18.871Z,492.7,2025-09-19 04:34:18.871,3.251666666667
Long Yeast Grow,pioreactor02,2025-09-19T02:34:41.871Z,499.6,2025-09-19 04:34:41.871,3.258055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:35:04.871Z,513.3,2025-09-19 04:35:04.871,3.264444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:35:27.871Z,493.8,2025-09-19 04:35:27.871,3.270833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:35:50.871Z,500.5,2025-09-19 04:35:50.871,3.277222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:36:13.871Z,508.1,2025-09-19 04:36:13.871,3.283611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:36:36.871Z,499.5,2025-09-19 04:36:36.871,3.29
Long Yeast Grow,pioreactor02,2025-09-19T02:36:59.871Z,488.6,2025-09-19 04:36:59.871,3.296388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:37:22.871Z,499.9,2025-09-19 04:37:22.871,3.302777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:37:45.871Z,495.9,2025-09-19 04:37:45.871,3.309166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:38:08.871Z,504.6,2025-09-19 04:38:08.871,3.315555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:38:31.871Z,500.8,2025-09-19 04:38:31.871,3.321944444444
Long Yeast Grow,pioreactor02,2025-09-19T02:38:54.871Z,494.3,2025-09-19 04:38:54.871,3.328333333333
Long Yeast Grow,pioreactor02,2025-09-19T02:39:17.871Z,491.2,2025-09-19 04:39:17.871,3.334722222222
Long Yeast Grow,pioreactor02,2025-09-19T02:39:40.871Z,503.5,2025-09-19 04:39:40.871,3.341111111111
Long Yeast Grow,pioreactor02,2025-09-19T02:40:03.871Z,499.7,2025-09-19 04:40:03.871,3.3475
Long Yeast Grow,pioreactor02,2025-09-19T02:40:26.871Z,499.7,2025-09-19 04:40:26.871,3.353888888889
Long Yeast Grow,pioreactor02,2025-09-19T02:40:49.871Z,503.4,2025-09-19 04:40:49.871,3.360277777778
Long Yeast Grow,pioreactor02,2025-09-19T02:41:12.871Z,500.0,2025-09-19 04:41:12.871,3.366666666667
Long Yeast Grow,pioreactor02,2025-09-19T02:41:35.871Z,499.9,2025-09-19 04:41:35.871,3.373055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:41:58.871Z,502.7,2025-09-19 04:41:58.871,3.379444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:42:21.871Z,504.3,2025-09-19 04:42:21.871,3.385833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:42:44.871Z,499.3,2025-09-19 04:42:44.871,3.392222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:43:07.871Z,501.6,2025-09-19 04:43:07.871,3.398611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:43:30.871Z,496.4,2025-09-19 04:43:30.871,3.405
Long Yeast Grow,pioreactor02,2025-09-19T02:43:53.871Z,489.5,2025-09-19 04:43:53.871,3.411388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:44:16.871Z,499.9,2025-09-19 04:44:16.871,3.417777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:44:39.871Z,493.7,2025-09-19 04:44:39.871,3.424166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:45:02.871Z,506.3,2025-09-19 04:45:02.871,3.430555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:45:25.871Z,505.7,2025-09-19 04:45:25.871,3.436944444444
Long Yeast Grow,pioreactor02,2025-09-19T02:45:48.871Z,503.6,2025-09-19 04:45:48.871,3.443333333333
Long Yeast Grow,pioreactor02,2025-09-19T02:46:11.871Z,499.7,2025-09-19 04:46:11.871,3.449722222222
Long Yeast Grow,pioreactor02,2025-09-19T02:46:34.871Z,500.8,2025-09-19 04:46:34.871,3.456111111111
Long Yeast Grow,pioreactor02,2025-09-19T02:46:57.871Z,499.1,2025-09-19 04:46:57.871,3.4625
Long Yeast Grow,pioreactor02,2025-09-19T02:47:20.871Z,499.7,2025-09-19 04:47:20.871,3.468888888889
Long Yeast Grow,pioreactor02,2025-09-19T02:47:43.871Z,499.8,2025-09-19 04:47:43.871,3.475277777778
Long Yeast Grow,pioreactor02,2025-09-19T02:48:06.871Z,500.5,2025-09-19 04:48:06.871,3.481666666667
Long Yeast Grow,pioreactor02,2025-09-19T02:48:29.871Z,499.4,2025-09-19 04:48:29.871,3.488055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:48:52.871Z,499.3,2025-09-19 04:48:52.871,3.494444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:49:15.871Z,505.9,2025-09-19 04:49:15.871,3.500833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:49:38.871Z,500.2,2025-09-19 04:49:38.871,3.507222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:50:01.871Z,491.2,2025-09-19 04:50:01.871,3.513611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:50:24.871Z,499.7,2025-09-19 04:50:24.871,3.52
Long Yeast Grow,pioreactor02,2025-09-19T02:50:47.871Z,496.0,2025-09-19 04:50:47.871,3.526388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:51:10.871Z,500.3,2025-09-19 04:51:10.871,3.532777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:51:33.871Z,497.0,2025-09-19 04:51:33.871,3.539166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:51:56.871Z,506.0,2025-09-19 04:51:56.871,3.545555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:52:19.871Z,504.0,2025-09-19 04:52:19.871,3.551944444444
Long Yeast Grow,pioreactor02,2025-09-19T02:52:42.871Z,500.5,2025-09-19 04:52:42.871,3.558333333333
Long Yeast Grow,pioreactor02,2025-09-19T02:53:05.871Z,500.3,2025-09-19 04:53:05.871,3.564722222222
Long Yeast Grow,pioreactor02,2025-09-19T02:53:28.871Z,494.1,2025-09-19 04:53:28.871,3.571111111111
Long Yeast Grow,pioreactor02,2025-09-19T02:53:51.871Z,491.1,2025-09-19 04:53:51.871,3.5775
Long Yeast Grow,pioreactor02,2025-09-19T02:54:14.871Z,499.5,2025-09-19 04:54:14.871,3.583888888889
Long Yeast Grow,pioreactor02,2025-09-19T02:54:37.871Z,506.8,2025-09-19 04:54:37.871,3.590277777778
Long Yeast Grow,pioreactor02,2025-09-19T02:55:00.871Z,503.9,2025-09-19 04:55:00.871,3.596666666667
Long Yeast Grow,pioreactor02,2025-09-19T02:55:23.871Z,501.3,2025-09-19 04:55:23.871,3.603055555556
Long Yeast Grow,pioreactor02,2025-09-19T02:55:46.871Z,503.1,2025-09-19 04:55:46.871,3.609444444444
Long Yeast Grow,pioreactor02,2025-09-19T02:56:09.871Z,497.9,2025-09-19 04:56:09.871,3.615833333333
Long Yeast Grow,pioreactor02,2025-09-19T02:56:32.871Z,505.9,2025-09-19 04:56:32.871,3.622222222222
Long Yeast Grow,pioreactor02,2025-09-19T02:56:55.871Z,496.8,2025-09-19 04:56:55.871,3.628611111111
Long Yeast Grow,pioreactor02,2025-09-19T02:57:18.871Z,496.1,2025-09-19 04:57:18.871,3.635
Long Yeast Grow,pioreactor02,2025-09-19T02:57:41.871Z,503.7,2025-09-19 04:57:41.871,3.641388888889
Long Yeast Grow,pioreactor02,2025-09-19T02:58:04.871Z,506.9,2025-09-19 04:58:04.871,3.647777777778
Long Yeast Grow,pioreactor02,2025-09-19T02:58:27.871Z,499.1,2025-09-19 04:58:27.871,3.654166666667
Long Yeast Grow,pioreactor02,2025-09-19T02:58:50.871Z,504.5,2025-09-19 04:58:50.871,3.660555555556
Long Yeast Grow,pioreactor02,2025-09-19T02:59:13.871Z,460.6,2025-09-19 04:59:13.871,3.666944444444
