experiment,pioreactor_unit,timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T05:42:54.915Z,21.16414,0.0,0.0,0.0,0.0,2025-09-19 07:42:54.915,6.395
Long Yeast Grow,pioreactor02,2025-09-19T05:43:13.404Z,21.16414,0.0,0.0,0.0,42.98,2025-09-19 07:43:13.404,6.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:43:13.448Z,21.16414,0.0,0.0,0.0,41.35,2025-09-19 07:43:13.448,6.400277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:43:17.915Z,21.16664,0.0,0.0,0.0,41.35,2025-09-19 07:43:17.915,6.401388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:43:40.915Z,21.17064,0.0,0.0,0.0,41.35,2025-09-19 07:43:40.915,6.407777777778
Long Yeast Grow,pioreactor02,2025-09-19T05:44:03.915Z,21.16414,0.0,0.0,0.0,41.35,2025-09-19 07:44:03.915,6.414166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:44:26.915Z,21.13864,0.0,0.0,0.0,41.35,2025-09-19 07:44:26.915,6.420555555556
Long Yeast Grow,pioreactor02,2025-09-19T05:44:41.972Z,21.13864,0.0,0.0,0.0,0.0,2025-09-19 07:44:41.972,6.424722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:44:49.915Z,21.16364,0.0,0.0,0.0,0.0,2025-09-19 07:44:49.915,6.426944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:45:12.915Z,21.20864,0.0,0.0,0.0,0.0,2025-09-19 07:45:12.915,6.433333333333
Long Yeast Grow,pioreactor02,2025-09-19T05:45:35.915Z,21.20864,0.0,0.0,0.0,0.0,2025-09-19 07:45:35.915,6.439722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:45:58.915Z,21.20914,0.0,0.0,0.0,0.0,2025-09-19 07:45:58.915,6.446111111111
Long Yeast Grow,pioreactor02,2025-09-19T05:46:21.915Z,21.17864,0.0,0.0,0.0,0.0,2025-09-19 07:46:21.915,6.4525
Long Yeast Grow,pioreactor02,2025-09-19T05:46:33.404Z,21.17864,0.0,0.0,0.0,41.35,2025-09-19 07:46:33.404,6.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:46:33.448Z,21.17864,0.0,0.0,0.0,40.78,2025-09-19 07:46:33.448,6.455833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:46:44.915Z,21.15514,0.0,0.0,0.0,40.78,2025-09-19 07:46:44.915,6.458888888889
Long Yeast Grow,pioreactor02,2025-09-19T05:47:07.915Z,21.15464,0.0,0.0,0.0,40.78,2025-09-19 07:47:07.915,6.465277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:47:30.915Z,21.12514,0.0,0.0,0.0,40.78,2025-09-19 07:47:30.915,6.471666666667
Long Yeast Grow,pioreactor02,2025-09-19T05:47:53.915Z,21.15764,0.0,0.0,0.0,40.78,2025-09-19 07:47:53.915,6.478055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:48:01.973Z,21.15764,0.0,0.0,0.0,0.0,2025-09-19 07:48:01.973,6.480277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:48:16.915Z,21.13864,0.0,0.0,0.0,0.0,2025-09-19 07:48:16.915,6.484444444444
Long Yeast Grow,pioreactor02,2025-09-19T05:48:39.915Z,21.13264,0.0,0.0,0.0,0.0,2025-09-19 07:48:39.915,6.490833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:49:02.919Z,21.13614,0.0,0.0,0.0,0.0,2025-09-19 07:49:02.919,6.497222222222
Long Yeast Grow,pioreactor02,2025-09-19T05:49:25.915Z,21.13064,0.0,0.0,0.0,0.0,2025-09-19 07:49:25.915,6.503611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:49:48.919Z,21.12664,0.0,0.0,0.0,0.0,2025-09-19 07:49:48.919,6.51
Long Yeast Grow,pioreactor02,2025-09-19T05:49:53.405Z,21.12664,0.0,0.0,0.0,40.78,2025-09-19 07:49:53.405,6.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:49:53.448Z,21.12664,0.0,0.0,0.0,39.99,2025-09-19 07:49:53.448,6.511388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:50:11.919Z,21.12614,0.0,0.0,0.0,39.99,2025-09-19 07:50:11.919,6.516388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:50:34.919Z,21.12714,0.0,0.0,0.0,39.99,2025-09-19 07:50:34.919,6.522777777778
Long Yeast Grow,pioreactor02,2025-09-19T05:50:57.915Z,21.12514,0.0,0.0,0.0,39.99,2025-09-19 07:50:57.915,6.529166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:51:20.915Z,21.12314,0.0,0.0,0.0,39.99,2025-09-19 07:51:20.915,6.535555555556
Long Yeast Grow,pioreactor02,2025-09-19T05:51:21.973Z,21.12314,0.0,0.0,0.0,0.0,2025-09-19 07:51:21.973,6.535833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:51:43.915Z,21.12214,0.0,0.0,0.0,0.0,2025-09-19 07:51:43.915,6.541944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:52:06.915Z,21.13464,0.0,0.0,0.0,0.0,2025-09-19 07:52:06.915,6.548333333333
Long Yeast Grow,pioreactor02,2025-09-19T05:52:29.915Z,21.13814,0.0,0.0,0.0,0.0,2025-09-19 07:52:29.915,6.554722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:52:52.915Z,21.13764,0.0,0.0,0.0,0.0,2025-09-19 07:52:52.915,6.561111111111
Long Yeast Grow,pioreactor02,2025-09-19T05:53:13.406Z,21.13764,0.0,0.0,0.0,39.99,2025-09-19 07:53:13.406,6.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:53:13.447Z,21.13764,0.0,0.0,0.0,42.87,2025-09-19 07:53:13.447,6.566944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:53:15.915Z,21.14614,0.0,0.0,0.0,42.87,2025-09-19 07:53:15.915,6.5675
Long Yeast Grow,pioreactor02,2025-09-19T05:53:38.915Z,21.16114,0.0,0.0,0.0,42.87,2025-09-19 07:53:38.915,6.573888888889
Long Yeast Grow,pioreactor02,2025-09-19T05:54:01.915Z,21.13014,0.0,0.0,0.0,42.87,2025-09-19 07:54:01.915,6.580277777778
Long Yeast Grow,pioreactor02,2025-09-19T05:54:24.915Z,21.12664,0.0,0.0,0.0,42.87,2025-09-19 07:54:24.915,6.586666666667
Long Yeast Grow,pioreactor02,2025-09-19T05:54:41.972Z,21.12664,0.0,0.0,0.0,0.0,2025-09-19 07:54:41.972,6.591388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:54:47.915Z,21.13964,0.0,0.0,0.0,0.0,2025-09-19 07:54:47.915,6.593055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:55:10.915Z,21.13414,0.0,0.0,0.0,0.0,2025-09-19 07:55:10.915,6.599444444444
Long Yeast Grow,pioreactor02,2025-09-19T05:55:33.915Z,21.12014,0.0,0.0,0.0,0.0,2025-09-19 07:55:33.915,6.605833333333
Long Yeast Grow,pioreactor02,2025-09-19T05:55:56.919Z,21.12164,0.0,0.0,0.0,0.0,2025-09-19 07:55:56.919,6.612222222222
Long Yeast Grow,pioreactor02,2025-09-19T05:56:19.915Z,21.10964,0.0,0.0,0.0,0.0,2025-09-19 07:56:19.915,6.618611111111
Long Yeast Grow,pioreactor02,2025-09-19T05:56:33.405Z,21.10964,0.0,0.0,0.0,42.87,2025-09-19 07:56:33.405,6.6225
Long Yeast Grow,pioreactor02,2025-09-19T05:56:33.447Z,21.10964,0.0,0.0,0.0,40.61,2025-09-19 07:56:33.447,6.6225
Long Yeast Grow,pioreactor02,2025-09-19T05:56:42.915Z,21.11414,0.0,0.0,0.0,40.61,2025-09-19 07:56:42.915,6.625
Long Yeast Grow,pioreactor02,2025-09-19T05:57:05.915Z,21.11464,0.0,0.0,0.0,40.61,2025-09-19 07:57:05.915,6.631388888889
Long Yeast Grow,pioreactor02,2025-09-19T05:57:28.915Z,21.16564,0.0,0.0,0.0,40.61,2025-09-19 07:57:28.915,6.637777777778
Long Yeast Grow,pioreactor02,2025-09-19T05:57:51.915Z,21.12814,0.0,0.0,0.0,40.61,2025-09-19 07:57:51.915,6.644166666667
Long Yeast Grow,pioreactor02,2025-09-19T05:58:01.972Z,21.12814,0.0,0.0,0.0,0.0,2025-09-19 07:58:01.972,6.646944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:58:14.915Z,21.10014,0.0,0.0,0.0,0.0,2025-09-19 07:58:14.915,6.650555555556
Long Yeast Grow,pioreactor02,2025-09-19T05:58:37.915Z,21.11464,0.0,0.0,0.0,0.0,2025-09-19 07:58:37.915,6.656944444444
Long Yeast Grow,pioreactor02,2025-09-19T05:59:00.915Z,21.07414,0.0,0.0,0.0,0.0,2025-09-19 07:59:00.915,6.663333333333
Long Yeast Grow,pioreactor02,2025-09-19T05:59:23.915Z,21.02664,0.0,0.0,0.0,0.0,2025-09-19 07:59:23.915,6.669722222222
Long Yeast Grow,pioreactor02,2025-09-19T05:59:46.915Z,21.05664,0.0,0.0,0.0,0.0,2025-09-19 07:59:46.915,6.676111111111
Long Yeast Grow,pioreactor02,2025-09-19T05:59:53.403Z,21.05664,0.0,0.0,0.0,40.61,2025-09-19 07:59:53.403,6.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T05:59:53.449Z,21.05664,0.0,0.0,0.0,39.91,2025-09-19 07:59:53.449,6.678055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:00:09.915Z,21.05214,0.0,0.0,0.0,39.91,2025-09-19 08:00:09.915,6.6825
Long Yeast Grow,pioreactor02,2025-09-19T06:00:32.915Z,21.05664,0.0,0.0,0.0,39.91,2025-09-19 08:00:32.915,6.688888888889
Long Yeast Grow,pioreactor02,2025-09-19T06:00:55.915Z,21.05414,0.0,0.0,0.0,39.91,2025-09-19 08:00:55.915,6.695277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:01:18.915Z,21.04964,0.0,0.0,0.0,39.91,2025-09-19 08:01:18.915,6.701666666667
Long Yeast Grow,pioreactor02,2025-09-19T06:01:21.972Z,21.04964,0.0,0.0,0.0,0.0,2025-09-19 08:01:21.972,6.7025
Long Yeast Grow,pioreactor02,2025-09-19T06:01:41.915Z,21.05014,0.0,0.0,0.0,0.0,2025-09-19 08:01:41.915,6.708055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:02:04.915Z,21.06914,0.0,0.0,0.0,0.0,2025-09-19 08:02:04.915,6.714444444444
Long Yeast Grow,pioreactor02,2025-09-19T06:02:27.915Z,21.03714,0.0,0.0,0.0,0.0,2025-09-19 08:02:27.915,6.720833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:02:50.915Z,21.02814,0.0,0.0,0.0,0.0,2025-09-19 08:02:50.915,6.727222222222
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.403Z,21.02814,0.0,0.0,0.0,39.91,2025-09-19 08:03:13.403,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.448Z,21.02814,0.0,0.0,0.0,38.6,2025-09-19 08:03:13.448,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:03:13.915Z,21.04614,0.0,0.0,0.0,38.6,2025-09-19 08:03:13.915,6.733611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:03:36.915Z,21.07064,0.0,0.0,0.0,38.6,2025-09-19 08:03:36.915,6.74
Long Yeast Grow,pioreactor02,2025-09-19T06:03:59.915Z,21.06764,0.0,0.0,0.0,38.6,2025-09-19 08:03:59.915,6.746388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:04:22.915Z,21.07214,0.0,0.0,0.0,38.6,2025-09-19 08:04:22.915,6.752777777778
Long Yeast Grow,pioreactor02,2025-09-19T06:04:41.973Z,21.07214,0.0,0.0,0.0,0.0,2025-09-19 08:04:41.973,6.758055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:04:45.915Z,21.07414,0.0,0.0,0.0,0.0,2025-09-19 08:04:45.915,6.759166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:05:08.915Z,21.07714,0.0,0.0,0.0,0.0,2025-09-19 08:05:08.915,6.765555555556
Long Yeast Grow,pioreactor02,2025-09-19T06:05:31.915Z,21.10314,0.0,0.0,0.0,0.0,2025-09-19 08:05:31.915,6.771944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:05:54.915Z,21.08364,0.0,0.0,0.0,0.0,2025-09-19 08:05:54.915,6.778333333333
Long Yeast Grow,pioreactor02,2025-09-19T06:06:17.880Z,21.10964,0.0,0.0,0.0,0.0,2025-09-19 08:06:17.880,6.784722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:06:33.406Z,21.10964,0.0,0.0,0.0,38.6,2025-09-19 08:06:33.406,6.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:06:33.448Z,21.10964,0.0,0.0,0.0,41.9,2025-09-19 08:06:33.448,6.789166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:06:40.915Z,21.11014,0.0,0.0,0.0,41.9,2025-09-19 08:06:40.915,6.791111111111
Long Yeast Grow,pioreactor02,2025-09-19T06:07:03.915Z,21.11164,0.0,0.0,0.0,41.9,2025-09-19 08:07:03.915,6.7975
Long Yeast Grow,pioreactor02,2025-09-19T06:07:26.915Z,21.08264,0.0,0.0,0.0,41.9,2025-09-19 08:07:26.915,6.803888888889
Long Yeast Grow,pioreactor02,2025-09-19T06:07:49.915Z,21.05014,0.0,0.0,0.0,41.9,2025-09-19 08:07:49.915,6.810277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:08:01.972Z,21.05014,0.0,0.0,0.0,0.0,2025-09-19 08:08:01.972,6.813611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:08:12.915Z,21.07714,0.0,0.0,0.0,0.0,2025-09-19 08:08:12.915,6.816666666667
Long Yeast Grow,pioreactor02,2025-09-19T06:08:35.919Z,21.07614,0.0,0.0,0.0,0.0,2025-09-19 08:08:35.919,6.823055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:08:58.915Z,21.12664,0.0,0.0,0.0,0.0,2025-09-19 08:08:58.915,6.829444444444
Long Yeast Grow,pioreactor02,2025-09-19T06:09:21.915Z,21.08864,0.0,0.0,0.0,0.0,2025-09-19 08:09:21.915,6.835833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:09:44.915Z,21.06264,0.0,0.0,0.0,0.0,2025-09-19 08:09:44.915,6.842222222222
Long Yeast Grow,pioreactor02,2025-09-19T06:09:53.407Z,21.06264,0.0,0.0,0.0,41.9,2025-09-19 08:09:53.407,6.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:09:53.448Z,21.06264,0.0,0.0,0.0,40.27,2025-09-19 08:09:53.448,6.844722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:10:07.915Z,21.11914,0.0,0.0,0.0,40.27,2025-09-19 08:10:07.915,6.848611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:10:30.915Z,21.12664,0.0,0.0,0.0,40.27,2025-09-19 08:10:30.915,6.855
Long Yeast Grow,pioreactor02,2025-09-19T06:10:53.915Z,21.12314,0.0,0.0,0.0,40.27,2025-09-19 08:10:53.915,6.861388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:11:16.915Z,21.13664,0.0,0.0,0.0,40.27,2025-09-19 08:11:16.915,6.867777777778
Long Yeast Grow,pioreactor02,2025-09-19T06:11:21.972Z,21.13664,0.0,0.0,0.0,0.0,2025-09-19 08:11:21.972,6.869166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:11:39.915Z,21.07264,0.0,0.0,0.0,0.0,2025-09-19 08:11:39.915,6.874166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:12:02.915Z,21.09514,0.0,0.0,0.0,0.0,2025-09-19 08:12:02.915,6.880555555556
Long Yeast Grow,pioreactor02,2025-09-19T06:12:25.915Z,21.09414,0.0,0.0,0.0,0.0,2025-09-19 08:12:25.915,6.886944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:12:48.915Z,21.06414,0.0,0.0,0.0,0.0,2025-09-19 08:12:48.915,6.893333333333
Long Yeast Grow,pioreactor02,2025-09-19T06:13:11.915Z,21.07814,0.0,0.0,0.0,0.0,2025-09-19 08:13:11.915,6.899722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:13:13.404Z,21.07814,0.0,0.0,0.0,40.27,2025-09-19 08:13:13.404,6.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:13:13.448Z,21.07814,0.0,0.0,0.0,41.12,2025-09-19 08:13:13.448,6.900277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:13:34.915Z,21.10364,0.0,0.0,0.0,41.12,2025-09-19 08:13:34.915,6.906111111111
Long Yeast Grow,pioreactor02,2025-09-19T06:13:57.919Z,21.12664,0.0,0.0,0.0,41.12,2025-09-19 08:13:57.919,6.9125
Long Yeast Grow,pioreactor02,2025-09-19T06:14:20.915Z,21.12914,0.0,0.0,0.0,41.12,2025-09-19 08:14:20.915,6.918888888889
Long Yeast Grow,pioreactor02,2025-09-19T06:14:41.972Z,21.12914,0.0,0.0,0.0,0.0,2025-09-19 08:14:41.972,6.924722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:14:43.915Z,21.12664,0.0,0.0,0.0,0.0,2025-09-19 08:14:43.915,6.925277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:15:06.915Z,21.07264,0.0,0.0,0.0,0.0,2025-09-19 08:15:06.915,6.931666666667
Long Yeast Grow,pioreactor02,2025-09-19T06:15:29.915Z,21.08014,0.0,0.0,0.0,0.0,2025-09-19 08:15:29.915,6.938055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:15:52.915Z,21.06614,0.0,0.0,0.0,0.0,2025-09-19 08:15:52.915,6.944444444444
Long Yeast Grow,pioreactor02,2025-09-19T06:16:15.915Z,21.02064,0.0,0.0,0.0,0.0,2025-09-19 08:16:15.915,6.950833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:16:33.403Z,21.02064,0.0,0.0,0.0,41.12,2025-09-19 08:16:33.403,6.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:16:33.449Z,21.02064,0.0,0.0,0.0,42.41,2025-09-19 08:16:33.449,6.955833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:16:38.919Z,21.06114,0.0,0.0,0.0,42.41,2025-09-19 08:16:38.919,6.957222222222
Long Yeast Grow,pioreactor02,2025-09-19T06:17:01.915Z,21.04214,0.0,0.0,0.0,42.41,2025-09-19 08:17:01.915,6.963611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:17:24.919Z,21.04964,0.0,0.0,0.0,42.41,2025-09-19 08:17:24.919,6.97
Long Yeast Grow,pioreactor02,2025-09-19T06:17:47.915Z,21.05014,0.0,0.0,0.0,42.41,2025-09-19 08:17:47.915,6.976388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:18:01.972Z,21.05014,0.0,0.0,0.0,0.0,2025-09-19 08:18:01.972,6.980277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:18:10.919Z,21.04414,0.0,0.0,0.0,0.0,2025-09-19 08:18:10.919,6.982777777778
Long Yeast Grow,pioreactor02,2025-09-19T06:18:33.915Z,21.10814,0.0,0.0,0.0,0.0,2025-09-19 08:18:33.915,6.989166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:18:56.915Z,21.12664,0.0,0.0,0.0,0.0,2025-09-19 08:18:56.915,6.995555555556
Long Yeast Grow,pioreactor02,2025-09-19T06:19:19.915Z,21.10814,0.0,0.0,0.0,0.0,2025-09-19 08:19:19.915,7.001944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:19:42.915Z,21.10914,0.0,0.0,0.0,0.0,2025-09-19 08:19:42.915,7.008333333333
Long Yeast Grow,pioreactor02,2025-09-19T06:19:53.403Z,21.10914,0.0,0.0,0.0,42.41,2025-09-19 08:19:53.403,7.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:19:53.448Z,21.10914,0.0,0.0,0.0,43.44,2025-09-19 08:19:53.448,7.011388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:20:05.919Z,21.11514,0.0,0.0,0.0,43.44,2025-09-19 08:20:05.919,7.014722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:20:28.919Z,21.14564,0.0,0.0,0.0,43.44,2025-09-19 08:20:28.919,7.021111111111
Long Yeast Grow,pioreactor02,2025-09-19T06:20:51.915Z,21.18414,0.0,0.0,0.0,43.44,2025-09-19 08:20:51.915,7.0275
Long Yeast Grow,pioreactor02,2025-09-19T06:21:14.915Z,21.20164,0.0,0.0,0.0,43.44,2025-09-19 08:21:14.915,7.033888888889
Long Yeast Grow,pioreactor02,2025-09-19T06:21:21.973Z,21.20164,0.0,0.0,0.0,0.0,2025-09-19 08:21:21.973,7.035833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:21:37.915Z,21.16564,0.0,0.0,0.0,0.0,2025-09-19 08:21:37.915,7.040277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:22:00.915Z,21.16614,0.0,0.0,0.0,0.0,2025-09-19 08:22:00.915,7.046666666667
Long Yeast Grow,pioreactor02,2025-09-19T06:22:23.915Z,21.16164,0.0,0.0,0.0,0.0,2025-09-19 08:22:23.915,7.053055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:22:46.915Z,21.15264,0.0,0.0,0.0,0.0,2025-09-19 08:22:46.915,7.059444444444
Long Yeast Grow,pioreactor02,2025-09-19T06:23:09.915Z,21.15264,0.0,0.0,0.0,0.0,2025-09-19 08:23:09.915,7.065833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:23:13.404Z,21.15264,0.0,0.0,0.0,43.44,2025-09-19 08:23:13.404,7.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:23:13.448Z,21.15264,0.0,0.0,0.0,42.68,2025-09-19 08:23:13.448,7.066944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:23:32.915Z,21.13964,0.0,0.0,0.0,42.68,2025-09-19 08:23:32.915,7.072222222222
Long Yeast Grow,pioreactor02,2025-09-19T06:23:55.915Z,21.16814,0.0,0.0,0.0,42.68,2025-09-19 08:23:55.915,7.078611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:24:18.915Z,21.22314,0.0,0.0,0.0,42.68,2025-09-19 08:24:18.915,7.085
Long Yeast Grow,pioreactor02,2025-09-19T06:24:41.915Z,21.24164,0.0,0.0,0.0,42.68,2025-09-19 08:24:41.915,7.091388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:24:41.973Z,21.24164,0.0,0.0,0.0,0.0,2025-09-19 08:24:41.973,7.091388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:25:04.915Z,21.23914,0.0,0.0,0.0,0.0,2025-09-19 08:25:04.915,7.097777777778
Long Yeast Grow,pioreactor02,2025-09-19T06:25:27.915Z,21.24314,0.0,0.0,0.0,0.0,2025-09-19 08:25:27.915,7.104166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:25:50.915Z,21.23164,0.0,0.0,0.0,0.0,2025-09-19 08:25:50.915,7.110555555556
Long Yeast Grow,pioreactor02,2025-09-19T06:26:13.915Z,21.26564,0.0,0.0,0.0,0.0,2025-09-19 08:26:13.915,7.116944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:26:33.405Z,21.26564,0.0,0.0,0.0,42.68,2025-09-19 08:26:33.405,7.1225
Long Yeast Grow,pioreactor02,2025-09-19T06:26:33.447Z,21.26564,0.0,0.0,0.0,43.61,2025-09-19 08:26:33.447,7.1225
Long Yeast Grow,pioreactor02,2025-09-19T06:26:36.915Z,21.26564,0.0,0.0,0.0,43.61,2025-09-19 08:26:36.915,7.123333333333
Long Yeast Grow,pioreactor02,2025-09-19T06:26:59.915Z,21.24564,0.0,0.0,0.0,43.61,2025-09-19 08:26:59.915,7.129722222222
Long Yeast Grow,pioreactor02,2025-09-19T06:27:22.915Z,21.28064,0.0,0.0,0.0,43.61,2025-09-19 08:27:22.915,7.136111111111
Long Yeast Grow,pioreactor02,2025-09-19T06:27:45.915Z,21.28164,0.0,0.0,0.0,43.61,2025-09-19 08:27:45.915,7.1425
Long Yeast Grow,pioreactor02,2025-09-19T06:28:01.972Z,21.28164,0.0,0.0,0.0,0.0,2025-09-19 08:28:01.972,7.146944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:28:08.915Z,21.24964,0.0,0.0,0.0,0.0,2025-09-19 08:28:08.915,7.148888888889
Long Yeast Grow,pioreactor02,2025-09-19T06:28:31.915Z,21.22814,0.0,0.0,0.0,0.0,2025-09-19 08:28:31.915,7.155277777778
Long Yeast Grow,pioreactor02,2025-09-19T06:28:54.915Z,21.21214,0.0,0.0,0.0,0.0,2025-09-19 08:28:54.915,7.161666666667
Long Yeast Grow,pioreactor02,2025-09-19T06:29:17.915Z,21.22664,0.0,0.0,0.0,0.0,2025-09-19 08:29:17.915,7.168055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:29:40.915Z,21.20864,0.0,0.0,0.0,0.0,2025-09-19 08:29:40.915,7.174444444444
Long Yeast Grow,pioreactor02,2025-09-19T06:29:53.403Z,21.20864,0.0,0.0,0.0,43.61,2025-09-19 08:29:53.403,7.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:29:53.448Z,21.20864,0.0,0.0,0.0,43.65,2025-09-19 08:29:53.448,7.178055555556
Long Yeast Grow,pioreactor02,2025-09-19T06:30:03.915Z,21.24464,0.0,0.0,0.0,43.65,2025-09-19 08:30:03.915,7.180833333333
Long Yeast Grow,pioreactor02,2025-09-19T06:30:26.915Z,21.24664,0.0,0.0,0.0,43.65,2025-09-19 08:30:26.915,7.187222222222
Long Yeast Grow,pioreactor02,2025-09-19T06:30:49.915Z,21.24614,0.0,0.0,0.0,43.65,2025-09-19 08:30:49.915,7.193611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:31:12.919Z,21.23814,0.0,0.0,0.0,43.65,2025-09-19 08:31:12.919,7.2
Long Yeast Grow,pioreactor02,2025-09-19T06:31:21.972Z,21.23814,0.0,0.0,0.0,0.0,2025-09-19 08:31:21.972,7.2025
Long Yeast Grow,pioreactor02,2025-09-19T06:31:35.915Z,21.20264,0.0,0.0,0.0,0.0,2025-09-19 08:31:35.915,7.206388888889
Long Yeast Grow,pioreactor02,2025-09-19T06:31:58.919Z,21.23614,0.0,0.0,0.0,0.0,2025-09-19 08:31:58.919,7.212777777778
Long Yeast Grow,pioreactor02,2025-09-19T06:32:21.915Z,21.21814,0.0,0.0,0.0,0.0,2025-09-19 08:32:21.915,7.219166666667
Long Yeast Grow,pioreactor02,2025-09-19T06:32:44.915Z,21.22114,0.0,0.0,0.0,0.0,2025-09-19 08:32:44.915,7.225555555556
Long Yeast Grow,pioreactor02,2025-09-19T06:33:07.915Z,21.22164,0.0,0.0,0.0,0.0,2025-09-19 08:33:07.915,7.231944444444
Long Yeast Grow,pioreactor02,2025-09-19T06:33:13.405Z,21.22164,0.0,0.0,0.0,43.65,2025-09-19 08:33:13.405,7.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:33:13.448Z,21.22164,0.0,0.0,0.0,43.46,2025-09-19 08:33:13.448,7.233611111111
Long Yeast Grow,pioreactor02,2025-09-19T06:33:30.915Z,21.22814,0.0,0.0,0.0,43.46,2025-09-19 08:33:30.915,7.238333333333
Long Yeast Grow,pioreactor02,2025-09-19T06:33:53.919Z,21.21214,0.0,0.0,0.0,43.46,2025-09-19 08:33:53.919,7.244722222222
